Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2013,(14 B),(5 B),(19 B),-8.18
12M 2014,21 B,(40 B),(20 B),-8.44
12M 2015,19 B,(45 B),(26 B),-11.10
12M 2016,19 B,(28 B),(9 B),-3.99
12M 2017,31 B,(52 B),(20 B),-4.83
12M 2018,(56 B),(58 B),(114 B),-22.40
12M 2019,232 B,(110 B),122 B,9.93
12M 2020,(56 B),(18 B),(74 B),-5.98
12M 2021,(13 B),,(13 B),-1.07
