Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Investasi Pada Entitas Asosiasi,Properti Investasi,Aset Tetap,Aset Pajak Tangguhan,Investasi Pada Entitas Pengendalian Bersama,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Jangka Panjang Dari Pihak Berelasi,Utang Dari Pihak Ketiga,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Adjustment,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2013,,,4830129599.000000,4811150854.000000,4811150854.000000,4811150854.000000,6807621287.000000,357176516.000000,6450444771.000000,6807621287.000000,1465538264.000000,21672820073.000000,39587260077.000000,,10253005372.000000,1644500000.000000,50482700000.000000,414714796754.000000,,223465000000.000000,,700560002126.000000,740147262203.000000,,,39932076012.000000,10676725011.000000,3172164966.000000,,1680534592.000000,,1680534592.000000,1732729454.000000,7690657014.000000,,12420357969.000000,12420357969.000000,2558907006.000000,39932076012.000000,108683045082.000000,16165785306.000000,,88421838520.000000,88421838520.000000,,,4095421256.000000,108683045082.000000,148615121094.000000,,246498871680.000000,57288228350.000000,14016965123.000000,3008054956.000000,270720021000.000000,591532141109.000000,,740147262203.000000,2313240330.000000
12M 2014,,,2111777767.000000,5383209035.000000,5383209035.000000,5383209035.000000,16277251761.000000,482961856.000000,15794289905.000000,16277251761.000000,2836045737.000000,16185169020.000000,42793453320.000000,,2414699993.000000,1020000000.000000,50482700000.000000,437469948651.000000,,228340416217.000000,,719727764861.000000,762521218181.000000,,,45652395790.000000,11713517725.000000,3328334283.000000,,2615904047.000000,,2615904047.000000,1773395818.000000,8428284137.000000,,16731363586.000000,16731363586.000000,1061596194.000000,45652395790.000000,121405184799.000000,17602255741.000000,,99388399388.000000,99388399388.000000,,,4414529670.000000,121405184799.000000,167057580589.000000,,246498871680.000000,57288228350.000000,17239856811.000000,3716659753.000000,270720021000.000000,595463637594.000000,,762521218183.000000,2313240330.000000
12M 2015,,,1705330260.000000,2376950909.000000,2376950909.000000,2376950909.000000,17446382897.000000,,17446382897.000000,17446382897.000000,2996137160.000000,26589327284.000000,51114128510.000000,,,,54781589000.000000,460003350257.000000,,228515016217.000000,,743299955474.000000,794414083984.000000,,,52978799554.000000,14620134611.000000,5338698109.000000,,2391848801.000000,,2391848801.000000,3191935220.000000,8118969620.000000,,17881595532.000000,17881595532.000000,1435617661.000000,52978799554.000000,144719941822.000000,17719721864.000000,,104891432806.000000,104891432806.000000,,14700000000.000000,7408787152.000000,144719941822.000000,197698741376.000000,,342498871680.000000,57288228350.000000,18621699550.000000,4780506859.000000,173526036168.000000,596715342607.000000,,794414083983.000000,2313240330.000000
12M 2016,,,4040920690.000000,3111312318.000000,3111312318.000000,3111312318.000000,30254846853.000000,,30254846853.000000,30254846853.000000,8861480116.000000,25599096038.000000,71867656015.000000,,,,57750035620.000000,466083877123.000000,,233515016217.000000,,757348928960.000000,829216584975.000000,,,68164221032.000000,23174321424.000000,3763835350.000000,,1072371598.000000,,1072371598.000000,3139246023.000000,9072828357.000000,,23945096450.000000,23945096450.000000,3996521830.000000,68164221032.000000,142897546020.000000,17998027146.000000,,99751986872.000000,99751986872.000000,,18774000000.000000,6373532002.000000,142897546020.000000,211061767052.000000,,342498871680.000000,57288228350.000000,37695257674.000000,4961978266.000000,175710481953.000000,618154817923.000000,,829216584975.000000,2313240330.000000
12M 2017,,,6466554184.000000,9946256811.000000,9946256811.000000,9946256811.000000,29937337118.000000,,29937337118.000000,29937337118.000000,8366054578.000000,5157816704.000000,59874019395.000000,,,7009073623.000000,100094652048.000000,463140835338.000000,,253691516217.000000,,823936077226.000000,883810096621.000000,,,52618091858.000000,8276377345.000000,5053773954.000000,,2350199320.000000,,2350199320.000000,3033100142.000000,4440887395.000000,,27543106380.000000,27543106380.000000,1920647322.000000,52618091858.000000,183635952829.000000,18413909312.000000,,93595331955.000000,93595331955.000000,,64850115453.000000,6776596109.000000,183635952829.000000,236254044687.000000,,426978871680.000000,57288228350.000000,58580088790.000000,13194623774.000000,91514239340.000000,647556051934.000000,,883810096621.000000,4193240330.000000
12M 2018,,,9495927464.000000,13754396123.000000,13754396123.000000,13754396123.000000,29542046784.000000,,29542046784.000000,29542046784.000000,9713381994.000000,69600683038.000000,132106435403.000000,,,7710474552.000000,100094652048.000000,508999423082.000000,,253691516217.000000,,870496065899.000000,1002602501302.000000,,,67243886600.000000,12326233296.000000,4284800276.000000,,1109334838.000000,,1109334838.000000,2916011881.000000,17066230616.000000,,29004149240.000000,29004149240.000000,537126453.000000,67243886600.000000,281448626214.000000,18763856020.000000,,206250851311.000000,206250851311.000000,,49202147259.000000,7231771624.000000,281448626214.000000,348692512814.000000,,517218892680.000000,57288228350.000000,62177997007.000000,15637857278.000000,1587013173.000000,653909988488.000000,,1002602501302.000000,5093240330.000000
12M 2019,,,14363247271.000000,31114765898.000000,31114765898.000000,31114765898.000000,2792679820.000000,2000000000.000000,792679820.000000,2792679820.000000,118384925504.000000,88904645329.000000,255560263822.000000,,3523859479.000000,,140983390000.000000,667299661939.000000,,654626435605.000000,39237309787.000000,1505670656810.000000,1761230920632.000000,,,126678200602.000000,41783601187.000000,5681446921.000000,,4019047786.000000,17449295254.000000,21468343040.000000,3818132731.000000,17418963473.000000,,35161074337.000000,35161074337.000000,1346638913.000000,126678200602.000000,270811004374.000000,20132034121.000000,,229614623719.000000,229614623719.000000,,13039201767.000000,8025144767.000000,270811004374.000000,397489204976.000000,,1205718967776.000000,82126114236.000000,57083515309.000000,20235559271.000000,-1422440936.000000,1363741715656.000000,,1761230920632.000000,12305116331.000000
12M 2020,,,4080501934.000000,32332258056.000000,32332258056.000000,32332258056.000000,1000000.000000,,1000000.000000,1000000.000000,118295763101.000000,93301710316.000000,248011233407.000000,,23422757792.000000,,140983390000.000000,671510702976.000000,,662626435605.000000,39237309787.000000,1537780596160.000000,1785791829567.000000,,,165896265450.000000,36031630152.000000,3330307022.000000,,4573770209.000000,17449295254.000000,22023065463.000000,45006850440.000000,23464189596.000000,,35729737582.000000,35729737582.000000,310485195.000000,165896265450.000000,319178055718.000000,1405639710.000000,,241164785606.000000,241164785606.000000,,69907390312.000000,6700240090.000000,319178055718.000000,485074321168.000000,,1205718971616.000000,82126114236.000000,-3417352215.000000,17888519454.000000,-1598744692.000000,1300717508399.000000,,1785791829567.000000,12305116371.000000
12M 2021,,,4833626808.000000,27576417060.000000,27576417060.000000,27576417060.000000,1000000.000000,,1000000.000000,1000000.000000,117507873583.000000,86493181707.000000,236412099158.000000,,26579860649.000000,,140983390000.000000,662988143249.000000,9238964008.000000,662626435605.000000,39516975209.000000,1541933768720.000000,1778345867878.000000,,,200176732466.000000,29056967631.000000,3204306822.000000,,7571308226.000000,17982490955.000000,25553799181.000000,80307737836.000000,26675737770.000000,,35115298031.000000,35115298031.000000,262885195.000000,200176732466.000000,310665918424.000000,526083014.000000,,239431630634.000000,239431630634.000000,,66690345751.000000,4017859025.000000,310665918424.000000,510842650890.000000,,1205718983040.000000,82126114236.000000,-39632059359.000000,17253611594.000000,2036567477.000000,1267503216988.000000,,1778345867878.000000,12305116490.000000
