Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2013,80229572463.000000,-36046635532.000000,44182936931.000000,-33938975660.000000,,,-33938975660.000000,10243961271.000000,-6201919962.000000,,,-6201919962.000000,-6201919962.000000,4042041309.000000,-1465895719.000000,-1465895719.000000,-1465895719.000000,2576145590.000000,,2576145590.000000,2576145590.000000,2566504846.000000,9640744.000000,2576145590.000000,2576145590.000000,2576145590.000000,,2576145590.000000
12M 2014,82616976861.000000,-39979132085.000000,42637844776.000000,-32360862140.000000,,,-32360862140.000000,10276982636.000000,-5316239922.000000,,,-5316239922.000000,-5316239922.000000,4960742714.000000,-1529746229.000000,-1529746229.000000,-1529746229.000000,3430996485.000000,,3430996485.000000,3430996484.000000,3222891688.000000,208104796.000000,3430996484.000000,3430996484.000000,3430996484.000000,,3430996484.000000
12M 2015,78168225713.000000,-38666292828.000000,39501932885.000000,-29338807017.000000,,,-29338807017.000000,10163125868.000000,-6746542892.000000,10395293.000000,-6756938185.000000,,-6746542892.000000,3416582976.000000,-1271906452.000000,-1271906452.000000,-1271906452.000000,2144676524.000000,-250926357.000000,1893750167.000000,2144676525.000000,2082209050.000000,62467475.000000,2144676525.000000,1893750167.000000,1893750167.000000,,1893750167.000000
12M 2016,86594052791.000000,-43680336323.000000,42913716468.000000,-31024507434.000000,,,-31024507434.000000,11889209034.000000,7662839230.000000,13863755.000000,-9101133198.000000,16750108673.000000,7662839230.000000,19552048264.000000,-297018732.000000,-297018732.000000,-297018732.000000,19255029532.000000,1010411028.000000,20265440560.000000,19255029532.000000,19073558125.000000,181471407.000000,19255029532.000000,20265440560.000000,20074446409.000000,190994151.000000,20265440560.000000
12M 2017,112615094145.0,-62144006984.0,50471087161.0,-34408272435.0,-28653305833.0,-5754966602.0,-34408272435.0,16062814726.0,6544733204.0,59070306.0,-13747000494.0,20232663392.0,6544733204.0,22607547930.0,-854131388.0,-854131388.0,-854131388.0,21753416542.0,283757387.0,22037173929.0,21753416542.0,20884831115.0,868585427.0,21753416542.0,22037173929.0,21157258441.0,879915488.0,22037173929.0
12M 2018,120719047383.0,-67640379350.0,53078668033.0,-33822310709.0,-27315292488.0,-6507018221.0,-33822310709.0,19256357324.0,-11545046654.0,103648181.0,-14979459776.0,3330764941.0,-11545046654.0,7711310670.0,-1670168949.0,-1670168949.0,-1670168949.0,6041141721.0,312794833.0,6353936554.0,6041141721.0,3597908216.0,2443233505.0,6041141721.0,6353936554.0,3910703049.0,2443233505.0,6353936554.0
12M 2019,126737094975.0,-74447478545.0,52289616430.0,-37285745646.0,-27975089122.0,-9310656524.0,-37285745646.0,15003870784.0,-11402036659.0,144183946.0,-14687468977.0,3141248372.0,-11402036659.0,3601834125.0,-3452476007.0,-3452476007.0,-3452476007.0,149358118.0,-638779109.0,-489420991.0,149358118.0,-2268122799.0,2417480917.0,149358118.0,-489420991.0,-2906901908.0,2417480917.0,-489420991.0
12M 2020,41707787681.0,-32304778882.0,9403008799.0,-35309026924.0,-26964732110.0,-8344294814.0,-35309026924.0,-25906018125.0,-55319280588.0,42965892.0,-32479910239.0,-22882336241.0,-55319280588.0,-81225298713.0,18377391372.0,18377391372.0,18377391372.0,-62847907341.0,-176303756.0,-63024211097.0,-62847907341.0,-60500867524.0,-2347039817.0,-62847907341.0,-63024211097.0,-60677171280.0,-2347039817.0,-63024211097.0
12M 2021,42593821025.0,-25798459621.0,16795361404.0,-27727792319.0,-22060006364.0,-5667785955.0,-27727792319.0,-10932430915.0,-35207032221.0,33439011.0,-38916645852.0,3676174620.0,-35207032221.0,-46139463136.0,9289848132.0,9289848132.0,9289848132.0,-36849615004.0,3635312169.0,-33214302835.0,-36849615004.0,-36214707144.0,-634907860.0,-36849615004.0,-33214302835.0,-32579394975.0,-634907860.0,-33214302835.0
