Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Penjualan Dan Piutang Usaha,Pembayaran Utang Dan Uang Muka,Pendapatan Bunga,Pembayaran Bunga,Pembayaran Beban Operasional,Penerimaan (Pembayaran) Lainnya,Pembayaran Pajak,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penjualan Aset Tetap,Pembelian Properti Investasi,Penambahan Piutang Pada Pihak Berelasi,Penambahan Aset Pengendalian Bersama,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Pinjaman Bank,Penerimaan Dari Aksi Korporasi,Penerimaan Pinjaman Dari Pihak Berelasi,Pembayaran Pinjaman Bank,Pembayaran Pinjaman Pada Pihak Berelasi,Pembayaran Biaya Emisi Saham,Tambahan Setoran Modal Non Pengendali,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2013,-13701567192.000000,79183515004.000000,-30673409754.000000,25152395.000000,,-57062583675.000000,1002492890.000000,-6176734052.000000,-13701567192.000000,-5224846377.000000,-5224846377.000000,,,,,-5224846377.000000,17817821034.000000,26699917759.000000,,,-8882096725.000000,,,,17817821034.000000,-1108592535.000000,5938722134.000000,4830129599.000000
12M 2014,20772064524.000000,80547607867.000000,-3005943603.000000,631813431.000000,,-52097711147.000000,-5948053353.000000,644351329.000000,20772064524.000000,-40305275554.000000,-40305275554.000000,,,,,-40305275554.000000,16814859199.000000,21305793729.000000,,,-4991434530.000000,,,500500000.000000,16814859199.000000,-2718351831.000000,4830129599.000000,2111777768.000000
12M 2015,19321115425.000000,81662295764.000000,-7030363894.000000,10395293.000000,-6756938185.000000,-37619541167.000000,-10633953169.000000,-310779217.000000,19321115425.000000,-44988824814.000000,-44988824814.000000,,,,,-44988824814.000000,25261261882.000000,38823382140.000000,,,-14563499890.000000,,,1001379632.000000,25261261882.000000,-406447507.000000,2111777767.000000,1705330260.000000
12M 2016,18906958305.000000,85859691382.000000,-1901565156.000000,13863755.000000,-9101133198.000000,-74704843757.000000,19222659522.000000,-481714243.000000,18906958305.000000,-28140082396.000000,-28140082396.000000,,,,,-28140082396.000000,11568714521.000000,31200000000.000000,,,-19631285479.000000,,,,11568714521.000000,2335590430.000000,1705330260.000000,4040920690.000000
12M 2017,31343661550.000000,105780149652.000000,-2567766326.000000,59070306.000000,-13747000494.000000,-96552279419.000000,39225619219.000000,-854131388.000000,31343661550.000000,-51616799634.000000,-51616799634.000000,,,,,-51616799634.000000,22698771578.000000,39011483404.000000,,,-23676771907.000000,,,7364060081.000000,22698771578.000000,2425633494.000000,4040920690.000000,6466554184.000000
12M 2018,-55644989954.000000,116910908071.000000,-48897345895.000000,103648181.000000,-14979459776.000000,-101462690059.000000,-5649881527.000000,-1670168949.000000,-55644989954.000000,-58434335203.000000,-58434335203.000000,,,,,-58434335203.000000,119305698437.000000,209145064718.000000,,,-89839366281.000000,,,,119305698437.000000,5226373280.000000,4269554184.000000,9495927464.000000
12M 2019,232240594887.000000,109376725200.000000,-42290946395.000000,144183946.000000,-14687468977.000000,-111733224191.000000,290509029848.000000,922295456.000000,232240594887.000000,-499800000000.000000,-110000000000.000000,,-40000000000.000000,-127700000000.000000,-222100000000.000000,-499800000000.000000,272426724920.000000,46345313129.000000,239687620900.000000,32000000000.000000,-18465940428.000000,-30000000000.000000,-3849618950.000000,6709350269.000000,272426724920.000000,4867319807.000000,9495927464.000000,14363247271.000000
12M 2020,-55677717841.000000,40490295523.000000,-2351139899.000000,42965892.000000,-32479910239.000000,-67613805806.000000,155026054.000000,6078850634.000000,-55677717841.000000,-17934372841.000000,-17934372841.000000,,,,,-17934372841.000000,63329345345.000000,6461156800.000000,,56868188545.000000,,,,,63329345345.000000,-10282745337.000000,14363247271.000000,4080501934.000000
12M 2021,-13185199029.000000,47349662021.000000,-126000200.000000,33439011.000000,-38916645852.000000,-53526251940.000000,28943352993.000000,3057244938.000000,-13185199029.000000,-544450662.000000,,4000000000.000000,,-4544450662.000000,,-544450662.000000,14482774565.000000,,,27939632818.000000,-12370089480.000000,-1086768773.000000,,,14482774565.000000,753124874.000000,4080501934.000000,4833626808.000000
