Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,0.00,1321.18,0.00,1321.18,222 B,306 B,528 B,475 B,(95 B)
12M 2010,0.00,715.67,0.00,715.67,265 B,506 B,772 B,739 B,(175 B)
12M 2011,0.92,945.95,0.92,945.95,392 B,573 B,965 B,908 B,(173 B)
12M 2012,0.87,1140.52,0.87,1140.52,428 B,692 B,"1,120 B",948 B,(83 B)
12M 2013,0.61,1642.59,0.61,1642.59,306 B,886 B,"1,192 B",656 B,526 B
12M 2014,0.57,1750.10,0.57,1750.10,353 B,715 B,"1,068 B",470 B,703 B
12M 2015,0.15,1720.69,0.15,1720.69,427 B,551 B,978 B,403 B,586 B
12M 2016,0.22,1446.49,0.22,1446.49,460 B,243 B,703 B,250 B,178 B
12M 2017,0.43,1387.42,0.43,1387.42,22 B,546 B,569 B,100 B,596 B
12M 2018,0.36,1345.07,0.36,1345.07,56 B,588 B,644 B,64 B,689 B
12M 2019,0.38,1270.38,0.38,1270.38,117 B,136 B,254 B,(306 B),589 B
12M 2020,0.40,1167.39,0.40,1167.39,220 B,,220 B,(277 B),399 B
12M 2021,0.85,1276.79,0.85,1276.79,,,,(389 B),549 B
12M 2022,0.73,1648.03,0.73,1648.03,41 B,126 B,168 B,"(1,402 B)","1,498 B"
12M 2023,0.65,1849.67,0.65,1849.67,111 B,339 B,450 B,"(1,840 B)","2,309 B"
12M 2024,0.51,2016.67,0.51,2016.67,111 B,234 B,344 B,"(1,833 B)","2,192 B"
