Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Wesel Bayar,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Wesel Bayar,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,7935350734.000000,,33208174781.000000,,,33208174781.000000,16284246.000000,,,16284246.000000,3866791176.000000,612009704.000000,45638610641.000000,,493877396900.000000,11921304417.000000,484636741.000000,91682828.000000,506375020886.000000,552013631527.000000,,,495003688527.000000,41165069111.000000,8119620607.000000,,,8119620607.000000,420109340152.000000,,,420109340152.000000,3621464913.000000,2143448771.000000,,,19844744973.000000,,495003688527.000000,84149439128.000000,787942939.000000,,,80865653476.000000,2495842713.000000,84149439128.000000,579153127655.000000,,250000000.000000,,-28485608793.000000,,,-28485608793.000000,1096112665.000000,-27139496128.000000,552013631527.000000,2500.000000
12M 2019,,,6949421674.000000,220000000000.000000,54611750980.000000,,,54611750980.000000,167314549.000000,,,167314549.000000,6281244086.000000,4143973759.000000,292153705048.000000,,2144295749673.000000,7024470936.000000,1026359685.000000,3969958795.000000,2156316539089.000000,2448470244137.000000,,,65496920633.000000,22724442246.000000,8085564814.000000,,,8085564814.000000,18483883372.000000,,,18483883372.000000,6147887955.000000,3254102393.000000,,,6801039853.000000,,65496920633.000000,109833811873.000000,558743116.000000,,,103198960147.000000,6076108610.000000,109833811873.000000,175330732506.000000,,2325000000000.000000,,-52930419062.000000,,,-52930419062.000000,1069930693.000000,2273139511631.000000,2448470244137.000000,23250000000.000000
12M 2020,,,525479693804.000000,200000000000.000000,46315632063.000000,,,46315632063.000000,17731873.000000,,,17731873.000000,6868279382.000000,3171865553.000000,781853202675.000000,,2175317280881.000000,7024470936.000000,1969259816.000000,479507049845.000000,2663818061478.000000,3445671264153.000000,,,48429071388.000000,12963780723.000000,13169364188.000000,,,13169364188.000000,115711549.000000,,,115711549.000000,9095917987.000000,5582268383.000000,,,7502028558.000000,,48429071388.000000,106484753509.000000,,,,95696931589.000000,10787821920.000000,106484753509.000000,154913824897.000000,,3325000000000.000000,3284159332.000000,-38449339396.000000,,,-38449339396.000000,922619320.000000,3290757439256.000000,3445671264153.000000,33250000000.000000
12M 2021,,,542400475238.000000,650000000000.000000,43418562083.000000,43418562083.000000,,43418562083.000000,7668632882.000000,7668632882.000000,,7668632882.000000,6128999612.000000,4644376994.000000,1254261046809.000000,,2915791008035.000000,6971681464.000000,6097463738.000000,28090602212.000000,2956950755449.000000,4211211802258.000000,,,77659223975.000000,2991703325.000000,,14656750351.000000,,14656750351.000000,,13910668126.000000,,13910668126.000000,21126523821.000000,8348663320.000000,1242431381.000000,,8275268737.000000,7107214914.000000,77659223975.000000,835284734446.000000,,,648225425171.000000,87421662853.000000,99637646422.000000,835284734446.000000,912943958421.000000,,3325000000000.000000,3284159332.000000,-31033031403.000000,,,-31033031403.000000,1016715908.000000,3298267843837.000000,4211211802258.000000,33250000000.000000
12M 2022,,,533208033479.000000,320000000000.000000,19493922195.000000,19493922195.000000,,19493922195.000000,340953590.000000,340953590.000000,,340953590.000000,3810165323.000000,4769408915.000000,881622483502.000000,,3337354211724.000000,6971681464.000000,2251911265.000000,6420844457.000000,3352998648910.000000,4234621132412.000000,,,213002320748.000000,129665344429.000000,,26875586517.000000,,26875586517.000000,,118942040.000000,,118942040.000000,31215529799.000000,3984780507.000000,1470305253.000000,,4356691244.000000,15315140959.000000,213002320748.000000,814727009142.000000,401783743.000000,,648767367569.000000,84205352315.000000,81352505515.000000,814727009142.000000,1027729329890.000000,,3325000000000.000000,3284159332.000000,-122376092871.000000,,,-122376092871.000000,983736061.000000,3206891802522.000000,4234621132412.000000,33250000000.000000
12M 2023,,,525762948837.000000,229000000000.000000,29762970115.000000,29762970115.000000,,29762970115.000000,433676044.000000,433676044.000000,,433676044.000000,4778420963.000000,4781456623.000000,794519472582.000000,,3330399614118.000000,6971681464.000000,1365138297.000000,3750351252.000000,3342486785131.000000,4137006257713.000000,,,903647240409.000000,141562028547.000000,,42532889111.000000,,42532889111.000000,,101870631.000000,,101870631.000000,25368291439.000000,7415860622.000000,2607723880.000000,649428474637.000000,6804272871.000000,27825828671.000000,903647240409.000000,135635009303.000000,562533279.000000,,,82192016943.000000,52880459081.000000,135635009303.000000,1039282249712.000000,,3325000000000.000000,3284159332.000000,-231784665472.000000,,,-231784665472.000000,1224514141.000000,3097724008001.000000,4137006257713.000000,33250000000.000000
12M 2024,,,449069663731.000000,43000000000.000000,39287099946.000000,39287099946.000000,,39287099946.000000,224662236.000000,224662236.000000,,224662236.000000,6268091785.000000,5466722675.000000,543316240373.000000,,3257425244004.000000,,1153962483.000000,219209965524.000000,3477789172011.000000,4021105412384.000000,,,874056732450.000000,784583691204.000000,,25121215698.000000,,25121215698.000000,,110965776.000000,,110965776.000000,19281565827.000000,5076025035.000000,1761006332.000000,,9363311221.000000,28758951357.000000,874056732450.000000,128661843206.000000,1110561726.000000,,,73084588828.000000,54466692652.000000,128661843206.000000,1002718575656.000000,,3325000000000.000000,3284159332.000000,-311516892081.000000,,,-311516892081.000000,1619569477.000000,3018386836728.000000,4021105412384.000000,33250000000.000000
