Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,0 B,(0 B),(0 B),513.71
12M 2022,(1 B),(14 B),(15 B),-901.31
12M 2023,(5 B),(9 B),(14 B),-12.71
