Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,853.66,0.00,853.66,0 B,1 B,1 B,(0 B),1 B
12M 2022,0.00,1011.71,0.00,1011.71,,,,(0 B),3 B
12M 2023,0.61,36.09,0.61,36.09,2 B,,2 B,(9 B),23 B
