Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,1029.12,0.00,0.00,,17.46%,120.55%,90.85%,
12M 2022,0.02 B,4.84,0.00,0.00,,0.42%,0.48%,3.13%,
12M 2023,1.08 B,-3.00,-7.33,4.95,,-7.68%,-8.32%,-13.96%,
