Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,0.54,971.64,0.58,902.85,"3,218 B","13,322 B","16,540 B","15,424 B","(1,010 B)"
12M 2010,0.62,532.55,0.66,500.71,"2,179 B","15,783 B","17,962 B","17,204 B",108 B
12M 2011,-0.50,-380.46,-0.47,-403.69,"8,817 B","8,222 B","17,039 B","16,855 B","(7,728 B)"
12M 2012,-0.19,-1053.52,-0.18,-1063.10,880 B,"17,088 B","17,968 B","17,859 B",(215 B)
12M 2013,-0.16,-1194.01,-0.16,-1194.01,510 B,"18,213 B","18,723 B","18,475 B",(793 B)
12M 2014,-0.16,-1262.96,-0.16,-1262.96,"1,281 B","17,745 B","19,027 B","18,729 B","(1,267 B)"
12M 2015,9.07,21.62,9.07,21.62,29 B,403 B,433 B,290 B,(3 B)
12M 2016,7.94,24.68,7.94,24.68,53 B,342 B,395 B,318 B,26 B
12M 2017,11.50,17.05,11.50,17.05,41 B,333 B,374 B,312 B,(55 B)
12M 2018,10.97,17.86,10.97,17.86,66 B,283 B,348 B,303 B,(71 B)
12M 2019,3.04,16.43,3.04,16.43,14 B,229 B,243 B,235 B,(60 B)
12M 2020,3.29,15.18,3.29,15.18,25 B,214 B,239 B,226 B,(88 B)
12M 2021,2.83,17.65,2.83,17.65,16 B,209 B,224 B,166 B,50 B
12M 2022,2.08,24.02,2.08,24.02,9 B,216 B,226 B,196 B,(4 B)
12M 2023,1.46,34.29,1.46,34.29,9 B,207 B,216 B,55 B,185 B
12M 2024,0.52,40.54,0.52,40.54,19 B,196 B,216 B,83 B,(26 B)
