Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Pemasok,Pembayaran Untuk Beban Usaha,Pembayaran Kas Kepada Karyawan,Penempatan Uang Jaminan,Pembayaran Pajak Penghasilan,Pembayaran Bunga,Pengembalian Uang Jaminan,Penerimaan Restitusi Pajak,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Uang Muka Penjualan Aset Tetap,Perolehan Aset Tetap,Pembayaran Pemberian Piutang Kepada Pihak Berelasi,Hasil Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Utang Pihak Berelasi,Setoran Modal Dari Kepentingan Non-Pengendali,Pembayaran Dividen Tunai,Pembayaran Liabilitas Sewa,Pembayaran Utang Lain-Lain Pihak Berelasi,Pembayaran Utang Bank,Penambahan Modal Melalui Penawaran Umum Perdana Saham,Biaya Emisi Saham,Penerimaan Utang Bank,Penerimaan Dari Penjualan Saham Treasuri,Pembayaran Saham Treasuri,Penerimaan Dari Obligasi Konversi,Tambahan Modal Diseto,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2020,-5151551484.000000,651157132893.000000,-378154222075.000000,-136629436258.000000,-140407638065.000000,-1636497515.000000,,-10676202575.000000,874077774.000000,10321234337.000000,-5151551484.000000,-6584441675.000000,,-6589341675.000000,,4900000.000000,-6584441675.000000,14194535328.000000,,,,-38358000679.000000,,-242825816687.000000,,,295378352694.000000,,,,,14194535328.000000,2458542169.000000,11148202052.000000,13606744221.000000
12M 2021,-26667954222.000000,721987949401.000000,-428063197790.000000,-164717226761.000000,-154469565804.000000,-3509999118.000000,,-13827908835.000000,3171348935.000000,12760645750.000000,-26667954222.000000,-9731087004.000000,,-9731087004.000000,,,-9731087004.000000,30746233762.000000,,,,-45222721260.000000,,-432759985521.000000,,,529353438256.000000,,-30624497713.000000,,10000000000.000000,30746233762.000000,-5652807464.000000,13606744221.000000,7953936757.000000
12M 2022,6355818431.000000,928886169843.000000,-508950226062.000000,-230138676282.000000,-174599885367.000000,-2916996538.000000,,-12447458699.000000,793147946.000000,5729743590.000000,6355818431.000000,98500658958.000000,,-18016468278.000000,,116517127236.000000,98500658958.000000,-45050202409.000000,,,,-78581148749.000000,,-445410363250.000000,,,123941309590.000000,,,355000000000.000000,,-45050202409.000000,59806274980.000000,7953936757.000000,67760211737.000000
12M 2023,9049482457.000000,1032938773218.000000,-562096299160.000000,-275812487719.000000,-185999935904.000000,-4243906973.000000,-2314844231.000000,-1532365743.000000,1656106023.000000,6454442946.000000,9049482457.000000,-30910529092.000000,,-31092360670.000000,,181831578.000000,-30910529092.000000,18989546897.000000,36259948796.000000,3000000.000000,-83392665750.000000,-71888542369.000000,,,142044000000.000000,-4036193780.000000,,,,,,18989546897.000000,-2871499738.000000,67760211736.000000,64888711998.000000
12M 2024,57206651379.000000,1112646168386.000000,-616088903168.000000,-268276488175.000000,-174694777265.000000,,-520197029.000000,-3446122658.000000,1341650556.000000,6245320732.000000,57206651379.000000,-14845530981.000000,,-14512006492.000000,-333524489.000000,,-14845530981.000000,-55447368153.000000,,,,-80914225693.000000,-28296726284.000000,-59356449132.000000,,,105849849296.000000,7270183660.000000,,,,-55447368153.000000,-13086247755.000000,64888711997.000000,51802464242.000000
