Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.81,0.11,1.99,5.55,0.0,0.0,1.87,0.36,4.55
12M 2021,0.78,0.11,5.41,10.68,0.0,0.0,5.28,0.51,9.68
12M 2022,2.1,0.49,0.0,1.94,0.0,0.0,-0.17,0.0,0.94
12M 2023,2.67,0.64,0.0,1.7,0.0,0.0,-0.13,0.0,0.7
12M 2024,2.57,0.66,0.11,1.71,0.0,0.0,-0.01,0.06,0.71
