Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,644571786564.000000,-342537327270.000000,302034459294.000000,-376996864353.000000,-317706028399.000000,-59290835954.000000,-376996864353.000000,-74962405059.000000,23327048241.000000,-25944300311.000000,49271348552.000000,23327048241.000000,-51635356818.000000,1161279244.000000,,1161279244.000000,1161279244.000000,-50474077574.000000,-24586725.000000,-50498664299.000000,-50474077573.000000,-50474077573.000000,,-50474077573.000000,-50498664298.000000,-50498664298.000000,,-50498664298.000000
12M 2021,722462045853.000000,-375268308587.000000,347193737266.000000,-403979938879.000000,-339106387888.000000,-64873550991.000000,-403979938879.000000,-56786201613.000000,21433852665.000000,-27850504480.000000,49284357145.000000,21433852665.000000,-35352348948.000000,884624053.000000,,884624053.000000,884624053.000000,-34467724895.000000,1559177546.000000,-32908547349.000000,-34467724895.000000,-34467724895.000000,,-34467724895.000000,-32908547349.000000,-32908547349.000000,,-32908547349.000000
12M 2022,905421045512.0,-447503513092.0,457917532420.0,-484338684354.0,-387980503216.0,-96358181138.0,-484338684354.0,-26421151934.0,86842512335.0,-24221403477.0,111063915812.0,86842512335.0,60421360401.0,-698051179.0,-1481433352.0,783382173.0,-698051179.0,59723309222.0,116963877.0,59840273099.0,59723309222.0,59655776494.0,67532728.0,59723309222.0,59840273100.0,59772740372.0,67532728.0,59840273100.0
12M 2023,1005682962532.0,-534556397935.0,471126564597.0,-532617359167.0,-417086060209.0,-115531298958.0,-532617359167.0,-61490794570.0,29730317653.0,-13202732342.0,42933049995.0,29730317653.0,-31760476917.0,1418783537.0,-3080818964.0,4499602501.0,1418783537.0,-30341693380.0,4599232506.0,-25742460874.0,-30341693380.0,-30375505675.0,33812295.0,-30341693380.0,-25742460874.0,-25776273169.0,33812295.0,-25742460874.0
12M 2024,1044032751553.000000,-629664913210.000000,414367838343.000000,-523950020230.000000,-383147813703.000000,-140802206527.000000,-523950020230.000000,-109582181887.000000,23878386262.000000,-17350950401.000000,41229336663.000000,23878386262.000000,-85703795625.000000,2417817970.000000,,2417817970.000000,2417817970.000000,-83285977655.000000,6449237945.000000,-76836739710.000000,-83285977655.000000,-83154239402.000000,-131738253.000000,-83285977655.000000,-76836739710.000000,-76705001457.000000,-131738253.000000,-76836739710.000000
