Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-5047407.76,-0.00,0.00,18.75 B,-8.05%,-44.68%,-57.52%,-2.89
12M 2021,0.00 B,-1723386.24,-0.00,0.00,31.87 B,-5.43%,-58.00%,-26.56%,-2.04
12M 2022,0.00 B,2982788.82,0.00,0.00,59.98 B,7.85%,15.26%,-7.83%,-1.09
12M 2023,2.67 B,-11.38,-15.55,0.47,15.44 B,-3.56%,-6.04%,-10.81%,-4.66
12M 2024,2.62 B,-31.78,-10.89,0.87,(32.25 B),-11.24%,-19.18%,-18.67%,-6.32
