Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(5 B),(7 B),(12 B),-1174089.32
12M 2021,(27 B),(10 B),(36 B),-1819952.06
12M 2022,6 B,(18 B),(12 B),-583032.49
12M 2023,9 B,(31 B),(22 B),-8.26
12M 2024,57 B,(15 B),43 B,16.32
