Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.79,164.81,0.79,164.52,554 B,291 B,845 B,702 B,32 B
12M 2009,1.11,198.05,1.11,197.80,364 B,215 B,579 B,521 B,22 B
12M 2010,1.09,202.25,1.09,202.04,565 B,215 B,779 B,602 B,24 B
12M 2011,1.18,202.96,1.18,202.96,485 B,446 B,931 B,804 B,182 B
12M 2012,0.58,197.84,0.58,197.84,654 B,407 B,"1,061 B",963 B,119 B
12M 2013,0.55,197.57,0.55,197.57,719 B,345 B,"1,065 B","1,011 B",78 B
12M 2014,0.52,204.31,0.52,204.31,828 B,484 B,"1,312 B","1,277 B",43 B
12M 2015,0.28,228.51,0.28,228.51,925 B,497 B,"1,421 B","1,390 B",1 B
12M 2016,0.36,240.71,0.36,240.71,856 B,485 B,"1,342 B","1,158 B",2 B
12M 2017,0.38,246.32,0.38,246.32,806 B,515 B,"1,322 B","1,255 B",8 B
12M 2018,0.38,252.85,0.38,252.85,"1,014 B",465 B,"1,479 B","1,426 B",5 B
12M 2019,0.39,264.35,0.39,264.35,930 B,329 B,"1,259 B","1,235 B",7 B
12M 2020,0.36,271.53,0.36,271.53,912 B,297 B,"1,209 B","1,145 B",156 B
12M 2021,0.63,284.23,0.63,284.23,939 B,219 B,"1,158 B","1,098 B",189 B
12M 2022,0.76,296.06,0.76,296.06,"1,003 B",277 B,"1,280 B","1,215 B",392 B
12M 2023,0.85,326.07,0.85,326.07,"1,111 B",220 B,"1,330 B","1,214 B",456 B
12M 2024,0.68,330.72,0.68,330.72,"1,330 B",380 B,"1,710 B","1,636 B",696 B
