Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,233.18,0.00,172.02,16 B,854 B,870 B,701 B,189 B
12M 2013,6.82,1393.81,7.72,1231.09,17 B,174 B,190 B,(325 B),612 B
12M 2014,9.61,1425.66,11.68,1172.93,16 B,149 B,165 B,(115 B),363 B
12M 2015,6.50,1508.53,7.84,1249.92,10 B,130 B,140 B,(20 B),326 B
12M 2016,4.54,2400.31,5.09,2143.99,30 B,210 B,240 B,(500 B),"1,181 B"
12M 2017,2.47,3870.59,2.67,3583.66,37 B,230 B,267 B,(663 B),"1,299 B"
12M 2018,0.93,3866.79,1.01,3561.52,54 B,124 B,178 B,(38 B),787 B
12M 2019,1.90,3654.45,2.07,3362.35,147 B,104 B,251 B,(63 B),475 B
12M 2020,1.50,3667.66,1.64,3356.65,103 B,502 B,605 B,(799 B),740 B
12M 2021,2.16,3962.54,2.35,3642.99,190 B,303 B,494 B,"(1,421 B)","1,312 B"
12M 2022,2.36,534.78,2.54,495.09,291 B,222 B,512 B,(554 B),509 B
12M 2023,3.58,608.61,3.82,571.20,495 B,152 B,647 B,(539 B),498 B
12M 2024,4.92,658.91,5.26,616.46,"1,561 B",96 B,"1,656 B",(445 B),(768 B)
