Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2022,"1,304 B",(100 B),"1,204 B",16.05
12M 2023,"1,793 B",(818 B),975 B,11.70
12M 2024,"1,644 B",(910 B),734 B,8.80
