Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,84987068261.000000,-39340491266.000000,45646576995.000000,-39407807045.000000,-39407807045.000000,-39407807045.000000,6238769950.000000,45204560.000000,83549658.000000,-18530267.000000,-19814831.000000,45204560.000000,6283974510.000000,-1511608660.000000,-1127299314.000000,-384309346.000000,-1511608660.000000,4772365850.000000,,,,4772365850.000000,4772365850.000000,4772365850.000000,,4772365850.000000,4772365850.000000,4772365850.000000,,4772365850.000000
12M 2021,111215316633.000000,-49645667413.000000,61569649220.000000,-50820468291.000000,-50820468291.000000,-50820468291.000000,10749180929.000000,56751637.000000,159533977.000000,-28710424.000000,-74071916.000000,56751637.000000,10805932566.000000,-2168376294.000000,-2289160109.000000,120783815.000000,-2168376294.000000,8637556272.000000,1247470.000000,1247470.000000,1247470.000000,8638803742.000000,8637556272.000000,8637556272.000000,,8637556272.000000,8638803742.000000,8638803742.000000,,8638803742.000000
12M 2022,128305264796.000000,-50283790777.000000,78021474019.000000,-61850624317.000000,-61850624317.000000,-61850624317.000000,16170849702.000000,-88878947.000000,66223834.000000,-41667779.000000,-113435002.000000,-88878947.000000,16081970755.000000,-3439494804.000000,-2987265519.000000,-452229285.000000,-3439494804.000000,12642475951.000000,2170505.000000,2170505.000000,2170505.000000,12644646456.000000,12642475951.000000,12642475951.000000,,12642475951.000000,12644646456.000000,12644646456.000000,,12644646456.000000
12M 2023,132543989557.000000,-60922007509.000000,71621982048.000000,-63201042442.000000,-63201042442.000000,-63201042442.000000,8420939606.000000,-789712523.000000,44311872.000000,-40073468.000000,-793950927.000000,-789712523.000000,7631227083.000000,-1758241669.000000,-2094946480.000000,336704811.000000,-1758241669.000000,5872985414.000000,-81733543.000000,-81733543.000000,-81733543.000000,5791251871.000000,5872985414.000000,5872985414.000000,,5872985414.000000,5791251871.000000,5791251871.000000,,5791251871.000000
