Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.35,0.27,0.0,5.68,0.0,0.0,-1.17,0.0,4.68
12M 2021,0.42,0.36,0.0,3.35,0.0,0.0,-0.78,0.0,2.35
12M 2022,0.51,0.31,0.0,1.28,0.0,0.0,-0.03,0.0,0.28
12M 2023,3.68,2.54,0.03,1.13,0.0,0.0,-0.17,0.02,0.13
