Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,0.00,22205249.28,0.00,9646614.02,,,,(8 B),(20 B)
12M 2021,0.00,45947082.66,0.00,34715064.67,,,,(12 B),(21 B)
12M 2022,0.00,1481950.62,0.00,1381494.64,,,,(2 B),(8 B)
12M 2023,1.83,49.63,1.87,48.70,5 B,,5 B,(30 B),59 B
