Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(2 B),(1 B),(3 B),-82.24
12M 2020,(42 B),,(42 B),-61.79
12M 2021,9 B,,9 B,13.30
12M 2022,(8 B),(0 B),(8 B),-11.73
12M 2023,(10 B),(0 B),(10 B),-14.84
12M 2024,2 B,(1 B),1 B,1.18
