Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,16.93,9.46,0.11,1.34,0.0,0.0,0.05,0.08,0.32
12M 2020,18.06,6.48,0.36,1.51,0.0,0.0,0.14,0.24,0.44
12M 2021,21.21,6.42,0.33,1.6,0.0,0.0,-0.11,0.21,0.49
12M 2022,9.69,0.85,0.22,1.46,0.0,0.0,0.13,0.15,0.34
12M 2023,8.32,0.75,0.3,1.57,0.0,0.0,0.03,0.19,0.41
12M 2024,7.58,0.88,0.3,1.59,0.0,0.0,0.24,0.19,0.4
