Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,7.66,6.53,7.66,6.53,800 B,537 B,"1,337 B","1,286 B",(725 B)
12M 2009,3.35,15.52,3.35,15.52,703 B,570 B,"1,273 B","1,256 B",(574 B)
12M 2010,1.59,42.72,1.59,42.72,629 B,631 B,"1,260 B","1,247 B",(505 B)
12M 2011,22.84,9.85,22.84,9.85,644 B,635 B,"1,280 B","1,275 B",(524 B)
12M 2012,-14.60,-25.69,-14.60,-25.69,485 B,852 B,"1,337 B","1,305 B",(418 B)
12M 2013,-6.95,-43.90,-6.95,-43.90,708 B,956 B,"1,664 B","1,652 B",(557 B)
12M 2014,-0.99,-129.47,-0.99,-129.47,978 B,877 B,"1,856 B","1,835 B",(787 B)
12M 2015,-0.23,-222.10,-0.23,-222.10,913 B,"1,000 B","1,913 B","1,908 B",(936 B)
12M 2016,-0.18,-332.07,-0.18,-332.07,315 B,"1,582 B","1,897 B","1,891 B",(495 B)
12M 2017,4.58,30.37,4.58,30.37,522 B,"1,228 B","1,750 B","1,733 B",(879 B)
12M 2018,0.73,145.62,0.73,145.62,519 B,"1,298 B","1,817 B","1,800 B","(1,171 B)"
12M 2019,1.46,38.25,1.46,38.25,323 B,"1,399 B","1,722 B","1,718 B",(919 B)
12M 2020,13.93,3.59,13.93,3.59,332 B,"1,391 B","1,723 B","1,693 B","(1,107 B)"
12M 2021,-5.00,-16.61,-5.00,-16.61,278 B,"1,398 B","1,677 B","1,657 B","(1,159 B)"
12M 2022,-2.93,-18.40,-2.93,-18.40,269 B,"1,485 B","1,754 B","1,726 B","(1,224 B)"
12M 2023,-0.97,-62.06,-0.97,-62.06,224 B,"1,390 B","1,614 B","1,530 B","(1,455 B)"
12M 2024,-0.48,-72.90,-0.48,-72.90,196 B,"1,566 B","1,762 B","1,731 B","(1,403 B)"
