Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,25.61,46857.10,25.61,46857.10,,,,(146 B),(16 B)
12M 2014,45.48,262.75,45.48,262.75,753 B,,753 B,607 B,(772 B)
12M 2015,22.55,363.68,22.55,363.68,504 B,,504 B,159 B,(505 B)
12M 2016,30.17,389.43,30.17,389.43,406 B,,406 B,3 B,(425 B)
12M 2017,27.07,505.21,27.07,505.21,767 B,,767 B,544 B,(227 B)
12M 2018,28.88,553.94,28.88,553.94,"1,064 B",,"1,064 B",756 B,(350 B)
12M 2019,28.51,543.68,28.51,543.68,"1,083 B",,"1,083 B","1,005 B",(426 B)
12M 2020,14.26,680.10,14.26,680.10,300 B,,300 B,(333 B),(149 B)
12M 2021,14.96,521.43,14.96,521.43,400 B,,400 B,(238 B),(442 B)
12M 2022,17.58,509.09,17.58,509.09,400 B,,400 B,(442 B),(506 B)
12M 2023,11.74,660.03,11.74,660.03,350 B,,350 B,(448 B),(137 B)
12M 2024,9.77,624.66,9.77,624.66,200 B,,200 B,(856 B),(196 B)
