Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,77 B,(68 B),8 B,86294.08
12M 2018,31 B,(17 B),14 B,9.28
12M 2019,98 B,(51 B),48 B,31.74
12M 2020,5 B,(43 B),(38 B),-25.67
12M 2021,(26 B),(65 B),(91 B),-60.59
12M 2022,(35 B),(98 B),(133 B),-88.66
12M 2023,(71 B),(282 B),(354 B),-236.27
12M 2024,(43 B),(305 B),(348 B),-232.38
