Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Dana Perawatan Pesawat Dan Uang Jaminan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Adjustment,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,3431732740.000000,19227456978.000000,19227456978.000000,19227456978.000000,1590567707.000000,678567707.000000,912000000.000000,1590567707.000000,38723365.000000,8041851317.000000,32330332107.000000,,543956528777.000000,415956250.000000,,441696210.000000,544814181237.000000,577144513344.000000,,,417167647275.000000,,59289425948.000000,,59289425948.000000,,4930264961.000000,333222953.000000,5263487914.000000,4073130419.000000,4148056692.000000,,,2831283164.000000,15312561048.000000,323880577304.000000,342024421516.000000,2369124786.000000,417167647275.000000,49417033158.000000,,,,,24019416792.000000,,,5129461660.000000,17666840706.000000,22796302366.000000,2601314000.000000,49417033158.000000,466584680433.000000,,96000000000.000000,51578854657.000000,-46087805049.000000,,,-46087805049.000000,,209752879.000000,8859030424.000000,110559832911.000000,577144513344.000000,96000.000000
12M 2018,,,13475736939.000000,21963806583.000000,21963806583.000000,21963806583.000000,1797213545.000000,665862053.000000,1131351492.000000,1797213545.000000,59293870.000000,6966980756.000000,44263031693.000000,,520870056068.000000,2945250.000000,,2399578300.000000,523272579618.000000,567535611311.000000,,,418220636405.000000,,31545508772.000000,,31545508772.000000,,3872027829.000000,434932781.000000,4306960610.000000,3786587980.000000,2381669063.000000,,,3073532201.000000,16199725855.000000,354732287025.000000,374005545081.000000,2194364899.000000,418220636405.000000,33767386715.000000,,,,,15827432306.000000,,,2643926454.000000,11236849955.000000,13880776409.000000,4059178000.000000,33767386715.000000,451988023120.000000,,149757677100.000000,31138864678.000000,-74337605064.000000,,,-74337605064.000000,,185332774.000000,8803318703.000000,115547588191.000000,567535611311.000000,1497576771.000000
12M 2019,,,1192983681.000000,15863284202.000000,15863284202.000000,15863284202.000000,199655340.000000,199655340.000000,,199655340.000000,2854748591.000000,320143961063.000000,340254632877.000000,,519355543508.000000,12823250.000000,,,519368366758.000000,859622999635.000000,,,689218978159.000000,,37459303602.000000,2998924965.000000,40458228567.000000,,3867926603.000000,1008124388.000000,4876050991.000000,10407800090.000000,7926950072.000000,,2078452836.000000,2625872975.000000,15257348128.000000,602802258143.000000,622763932082.000000,2786016357.000000,689218978159.000000,46631601717.000000,,,,,20024312762.000000,,6928176081.000000,172515709.000000,11861511165.000000,18962202955.000000,7645086000.000000,46631601717.000000,735850579876.000000,,149757677100.000000,31138864678.000000,-65724150178.000000,,,-65724150178.000000,,189137366.000000,8410890793.000000,123772419759.000000,859622999635.000000,1497576771.000000
12M 2020,,,490203564632.000000,25907914768.000000,25907914768.000000,25907914768.000000,1800001737.000000,1769698352.000000,30303385.000000,1800001737.000000,2150735337.000000,20525523979.000000,540587740453.000000,,553130060330.000000,105694958.000000,,173000000.000000,553408755288.000000,1093996495741.000000,,,76899627855.000000,,36931703459.000000,,36931703459.000000,,3867926603.000000,723732913.000000,4591659516.000000,4981012959.000000,9344707117.000000,,2078452836.000000,438913727.000000,13474686899.000000,,15992053462.000000,5058491342.000000,76899627855.000000,412781731082.000000,74770823157.000000,,,74770823157.000000,10698989705.000000,,4849723245.000000,392784975.000000,7604047000.000000,12846555220.000000,314465363000.000000,412781731082.000000,489681358937.000000,,149757677100.000000,27920077157.000000,-85290429222.000000,,,-85290429222.000000,,503232630922.000000,8695180847.000000,604315136804.000000,1093996495741.000000,1497576771.000000
12M 2021,,,382783673777.000000,25700412070.000000,25700412070.000000,25700412070.000000,358315717.000000,358315717.000000,,358315717.000000,5101570839.000000,11432368086.000000,425376340489.000000,,569668594742.000000,2048695624.000000,,346000000.000000,572063290366.000000,997439630855.000000,,,58478126138.000000,,30383954647.000000,,30383954647.000000,,3867926603.000000,1864091870.000000,5732018473.000000,5246204966.000000,6324084307.000000,,2078452836.000000,812467021.000000,2526865017.000000,,5417784874.000000,5374078871.000000,58478126138.000000,404172765341.000000,74770823157.000000,,,74770823157.000000,7257076620.000000,,2771270409.000000,733389374.000000,5074043781.000000,8578703564.000000,313566162000.000000,404172765341.000000,462650891479.000000,,149757677100.000000,27920077157.000000,-141961812092.000000,,,-141961812092.000000,,489516024214.000000,9556772997.000000,534788739376.000000,997439630855.000000,1497576771.000000
12M 2022,,,231851109102.000000,34760963975.000000,34760963975.000000,34760963975.000000,167901349.000000,167901349.000000,,167901349.000000,4659767141.000000,83392843949.000000,354832585516.000000,,586177061437.000000,19977780599.000000,,395000000.000000,606549842036.000000,961382427552.000000,,,80241436430.000000,,40360688704.000000,,40360688704.000000,,3867926603.000000,715306641.000000,4583233244.000000,7501193498.000000,10366538769.000000,,2078452836.000000,1162350462.000000,9564428057.000000,,12805231355.000000,4624550860.000000,80241436430.000000,428106792082.000000,74770823157.000000,,,74770823157.000000,7260921151.000000,,692817573.000000,1038000309.000000,29945717084.000000,31676534966.000000,314398512808.000000,428106792082.000000,508348228512.000000,,149757677100.000000,27920077157.000000,-208789663188.000000,,,-208789663188.000000,,474741626550.000000,9404481421.000000,453034199040.000000,961382427552.000000,1497576771.000000
12M 2023,,,21647461204.000000,21851253381.000000,21851253381.000000,21851253381.000000,149014079.000000,149014079.000000,,149014079.000000,3896325516.000000,172233604965.000000,219777659145.000000,,721767863983.000000,41838999544.000000,,395000000.000000,764001863527.000000,983779522672.000000,,,95963679228.000000,,50841376541.000000,,50841376541.000000,,3867926603.000000,142117524.000000,4010044127.000000,9692526592.000000,14646388702.000000,,692817573.000000,1155234629.000000,9783075184.000000,,11631127386.000000,5142215880.000000,95963679228.000000,424344031495.000000,,74770823157.000000,5135801949.000000,79906625106.000000,,,,992477592.000000,27590764492.000000,28583242084.000000,315854164305.000000,424344031495.000000,520307710723.000000,,149757677100.000000,27920077157.000000,-326096320275.000000,,,-326096320275.000000,,598201608263.000000,13688769704.000000,463471811949.000000,983779522672.000000,1497576771.000000
12M 2024,,,749002677.000000,22590985168.000000,22590985168.000000,22590985168.000000,154687658.000000,154687658.000000,,154687658.000000,3099555204.000000,260729178639.000000,287323409346.000000,,891541274366.000000,22392325568.000000,,1369250000.000000,915302849934.000000,1202626259280.000000,,,134775775342.000000,,63615465982.000000,,63615465982.000000,,3867926603.000000,67945045.000000,3935871648.000000,13680813627.000000,29128619728.000000,,,942679099.000000,10967520325.000000,,11910199424.000000,12504804933.000000,134775775342.000000,423249826881.000000,,74770823157.000000,,74770823157.000000,4208109213.000000,,,884609539.000000,27014428189.000000,27899037728.000000,668988164023.000000,423249826881.000000,558025602223.000000,,149757677100.000000,27920077157.000000,-461159102001.000000,,,-461159102001.000000,,561743480105.000000,13722217456.000000,291984349817.000000,850009952040.000000,1497576771.000000
