Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,3.14,0.00,3.14,47 B,212 B,259 B,258 B,(38 B)
12M 2019,34.21,61.09,34.21,61.09,28 B,223 B,250 B,247 B,82 B
12M 2020,1.20,45.78,1.20,45.78,42 B,207 B,249 B,249 B,43 B
12M 2021,1.14,47.49,1.14,47.49,40 B,207 B,248 B,247 B,57 B
12M 2022,0.99,50.54,0.99,50.54,40 B,197 B,237 B,233 B,91 B
12M 2023,0.90,55.62,0.90,55.62,40 B,184 B,223 B,222 B,112 B
12M 2024,0.49,57.10,0.49,57.10,32 B,180 B,213 B,210 B,137 B
