Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Pembayaran Untuk Pajak Penghasilan Badan,Pembayaran Bunga,Penerimaan Bunga,Penerimaan (Pengeluaran) Dari (Untuk) Operasi Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Pinjaman Yang Diberikan Kepada Pihak Berelasi,Pembayaran Pinjaman Dari Pihak Berelasi,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Pinjaman Dari Pihak Berelasi,Penambahan Modal Disetor,Pembayaran Biaya Emisi,Pembayaran Utang Berelasi,Penerimaan (Pembayaran) Pinjaman Bank,Penerimaan (Pembayaran) Utang Pembiayaan Konsumen,Penambahan Utang Sewa Pembiayaan,Agio Saham,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Pengaruh Selisih Kurs Mata Uang Asing,Kas Dan Setara Kas Akhir Periode
12M 2018,-4015311639.000000,72099078513.000000,-46261385525.000000,-15000873007.000000,-2497996143.000000,-12372258013.000000,18122536.000000,,-4015311639.000000,8931215184.000000,-237087010.000000,-7450531057.000000,16618833251.000000,8931215184.000000,-5312669052.000000,3902990300.000000,41500000000.000000,,-44863125799.000000,-3462737010.000000,-2389796543.000000,,,-5312669052.000000,-396765507.000000,1460137449.000000,-677320314.000000,386051628.000000
12M 2019,-102183433809.000000,76715116272.000000,-159153749798.000000,-13953241332.000000,-1030257304.000000,-4789317348.000000,28015701.000000,,-102183433809.000000,-2474747241.000000,-2715235878.000000,-350207145.000000,590695782.000000,-2474747241.000000,107050142697.000000,,50000000000.000000,,,-2489511754.000000,-4018613624.000000,,63558268075.000000,107050142697.000000,2391961647.000000,386051628.000000,332768068.000000,3110781343.000000
12M 2020,-1709644230.000000,68144021576.000000,-53431761081.000000,-13510690871.000000,-330276107.000000,-2598660517.000000,17722770.000000,,-1709644230.000000,253854950.000000,,,253854950.000000,253854950.000000,-958999999.000000,,,,,-200000000.000000,-758999999.000000,,,-958999999.000000,-2414789279.000000,3110781343.000000,-57324777.000000,638667287.000000
12M 2021,1368874924.000000,69458581275.000000,-48655502530.000000,-16798383189.000000,-1046856689.000000,-1606447270.000000,17483327.000000,,1368874924.000000,121868801.000000,-297947000.000000,,419815801.000000,121868801.000000,-1488129860.000000,,,,,-1834000000.000000,345870140.000000,,,-1488129860.000000,2613865.000000,638667288.000000,64719675.000000,706000828.000000
12M 2022,-9982045395.000000,187689976550.000000,-175840457148.000000,-20421747572.000000,-376400341.000000,-1062937239.000000,29520355.000000,,-9982045395.000000,29051000276.000000,-3277632676.000000,,32328632952.000000,29051000276.000000,-10396500002.000000,,,,,-10246500001.000000,-150000001.000000,,,-10396500002.000000,8672454879.000000,706000828.000000,-4604990631.000000,4773465076.000000
12M 2023,732934590.000000,186020558206.000000,-154310528821.000000,-35150388019.000000,4886033991.000000,-729932790.000000,17192023.000000,,732934590.000000,10152797387.000000,-5480000.000000,,10158277387.000000,10152797387.000000,-13894346156.000000,,,,,-13804346156.000000,-90000000.000000,,,-13894346156.000000,-3008614179.000000,4773465077.000000,,1764850898.000000
12M 2024,-3649355826.000000,113142468642.000000,-83596858381.000000,-12707307182.000000,-12180816821.000000,-8412525715.000000,105683631.000000,,-3649355826.000000,14957983260.000000,-295797681.000000,,15253780941.000000,14957983260.000000,-10731457743.000000,,,,,-4669806102.000000,-6061651641.000000,,,-10731457743.000000,577169691.000000,1764850897.000000,,2342020588.000000
