Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Piutang Lain-Lain,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,386051628.000000,44253398215.000000,,,44253398215.000000,33940867168.000000,23691612330.000000,102271929341.000000,,130661768181.000000,2815606889.000000,124737895532.000000,258215270602.000000,360487199943.000000,,,140183354021.000000,30973382399.000000,,,30973382399.000000,12929279774.000000,49772534978.000000,,33989511745.000000,12518645125.000000,46508156870.000000,140183354021.000000,214024151078.000000,,212003163549.000000,212003163549.000000,2020987529.000000,214024151078.000000,354207505099.000000,,150000000000.000000,-144288920600.000000,,568615444.000000,6279694844.000000,360487199943.000000,2000000000.000000
12M 2019,,,3110781343.000000,70037701810.000000,,,70037701810.000000,51795459890.000000,78732134580.000000,203676077623.000000,,128356202729.000000,2964574711.000000,133810501952.000000,265131279392.000000,468807357015.000000,,,121708250797.000000,25045596071.000000,,,25045596071.000000,14481287829.000000,54635903023.000000,,20830682373.000000,6714781501.000000,27545463874.000000,121708250797.000000,224923220451.000000,,222672481167.000000,222672481167.000000,2250739284.000000,224923220451.000000,346631471248.000000,,200000000000.000000,-142064484628.000000,,64240370395.000000,122175885767.000000,468807357015.000000,2000000000.000000
12M 2020,,,638667288.000000,54152816187.000000,,,54152816187.000000,59082295829.000000,79262254217.000000,193136033521.000000,,105364621041.000000,9981453220.000000,143117975298.000000,258464049559.000000,451600083080.000000,,,149778045989.000000,,35465378593.000000,,35465378593.000000,17438439594.000000,54963871157.000000,,35954575143.000000,5955781502.000000,41910356645.000000,149778045989.000000,210265836095.000000,,207348588397.000000,207348588397.000000,2917247698.000000,210265836095.000000,360043882084.000000,,200000000000.000000,-172664106522.000000,,64220307518.000000,91556200996.000000,451600083080.000000,2000000000.000000
12M 2021,,,706000828.000000,57120964606.000000,57120964606.000000,,57120964606.000000,76931430488.000000,79874550263.000000,214632946185.000000,,85885157663.000000,10628382488.000000,152197500564.000000,248711040715.000000,463343986900.000000,,,157756994610.000000,,46605431196.000000,,46605431196.000000,16565829424.000000,54163507205.000000,,34120575143.000000,6301651642.000000,40422226785.000000,157756994610.000000,210598713486.000000,,207348588397.000000,207348588397.000000,3250125089.000000,210598713486.000000,368355708096.000000,,200000000000.000000,-169222067064.000000,,64210345868.000000,94988278804.000000,463343986900.000000,2000000000.000000
12M 2022,,,4773465076.000000,82513535353.000000,82513535353.000000,,82513535353.000000,105165261352.000000,77793625010.000000,270245886791.000000,,72091230280.000000,9791010900.000000,128456217128.000000,210338458308.000000,480584345099.000000,,,178847000007.000000,,68903118246.000000,,68903118246.000000,16189429083.000000,53482225894.000000,,34120575143.000000,6151651641.000000,40272226784.000000,178847000007.000000,200647918052.000000,,197102088396.000000,197102088396.000000,3545829656.000000,200647918052.000000,379494918059.000000,,200000000000.000000,-163112003075.000000,,64201430116.000000,101089427041.000000,480584345100.000000,2000000000.000000
12M 2023,,,1764850897.000000,79582172489.000000,79582172489.000000,,79582172489.000000,105866168110.000000,78641303006.000000,265854494502.000000,,56704060399.000000,5646792804.000000,124681574538.000000,187032427741.000000,452886922243.000000,,,153892317340.000000,,51813750710.000000,,51813750710.000000,21075463074.000000,41120876772.000000,,33820575143.000000,6061651641.000000,39882226784.000000,153892317340.000000,187754747420.000000,,183597742240.000000,183597742240.000000,4157005180.000000,187754747420.000000,341647064760.000000,,200000000000.000000,-152952006007.000000,,64191863490.000000,111239857483.000000,452886922243.000000,2000000000.000000
12M 2024,,,2342020589.000000,85486628258.000000,85486628258.000000,,85486628258.000000,89510818274.000000,76601597430.000000,253941064551.000000,,41926436129.000000,6242230113.000000,114405094536.000000,162573760778.000000,416514825329.000000,,,117158481808.000000,,34962674382.000000,,34962674382.000000,8894646253.000000,40842691733.000000,,32458469440.000000,,32458469440.000000,117158481808.000000,185160450361.000000,,180290041841.000000,180290041841.000000,4870408520.000000,185160450361.000000,302318932169.000000,,200000000000.000000,-150030690717.000000,,64226583877.000000,114195893160.000000,416514825329.000000,2000000000.000000
