Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.23,194.86,0.23,194.86,"1,114 B",931 B,"2,045 B","1,582 B",61 B
12M 2009,0.75,164.86,0.75,164.86,"1,089 B",276 B,"1,365 B","1,140 B",(107 B)
12M 2010,0.51,138.41,0.51,138.41,212 B,408 B,620 B,351 B,955 B
12M 2011,0.60,129.64,0.60,129.64,14 B,39 B,53 B,(271 B),"1,044 B"
12M 2012,0.41,120.60,0.41,120.60,113 B,318 B,431 B,202 B,496 B
12M 2013,0.40,123.89,0.40,123.89,87 B,307 B,394 B,266 B,375 B
12M 2014,0.40,126.56,0.40,126.56,216 B,121 B,337 B,168 B,574 B
12M 2015,0.35,141.82,0.35,141.82,257 B,468 B,724 B,498 B,376 B
12M 2016,0.36,138.34,0.36,138.34,258 B,423 B,681 B,390 B,177 B
12M 2017,0.35,140.99,0.35,140.99,327 B,154 B,481 B,336 B,(314 B)
12M 2018,0.33,152.85,0.33,152.85,169 B,,216 B,125 B,(407 B)
12M 2019,0.34,148.92,0.34,148.92,582 B,"1,053 B","1,640 B","1,271 B",108 B
12M 2020,0.29,173.75,0.29,173.75,569 B,744 B,"1,313 B","1,048 B",322 B
12M 2021,0.28,176.83,0.28,176.83,671 B,556 B,"1,227 B",913 B,(530 B)
12M 2022,0.29,181.16,0.29,181.16,730 B,165 B,895 B,594 B,"(1,036 B)"
12M 2023,0.40,150.62,0.40,150.62,461 B,59 B,520 B,134 B,"(1,285 B)"
12M 2024,0.73,151.61,0.73,151.61,281 B,"1,389 B","1,670 B","1,324 B",(859 B)
