Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.51,576.67,0.51,576.67,114 B,2 B,116 B,58 B,(10 B)
12M 2009,0.72,677.98,0.72,677.98,108 B,1 B,109 B,63 B,(6 B)
12M 2010,0.95,652.64,0.95,652.64,87 B,2 B,89 B,45 B,30 B
12M 2011,0.71,843.03,0.71,843.03,76 B,3 B,78 B,37 B,53 B
12M 2012,2.01,944.83,2.01,944.83,278 B,2 B,280 B,252 B,83 B
12M 2013,2.92,976.56,2.92,976.56,726 B,2 B,728 B,722 B,(23 B)
12M 2014,2.07,1133.30,2.07,1133.30,551 B,1 B,552 B,549 B,27 B
12M 2015,0.56,2432.31,0.56,2432.31,656 B,2 B,658 B,587 B,44 B
12M 2016,1.13,3110.76,1.13,3110.76,634 B,12 B,646 B,485 B,139 B
12M 2017,1.30,3620.18,1.30,3620.18,790 B,10 B,800 B,738 B,74 B
12M 2018,1.65,4029.42,1.65,4029.42,869 B,39 B,908 B,808 B,127 B
12M 2019,1.23,5001.08,1.23,5001.08,694 B,23 B,716 B,685 B,259 B
12M 2020,1.15,4861.49,1.15,4861.49,338 B,11 B,349 B,285 B,247 B
12M 2021,1.31,4604.69,1.31,4604.69,594 B,5 B,599 B,551 B,177 B
12M 2022,1.00,4948.57,1.00,4948.57,886 B,1 B,887 B,739 B,221 B
12M 2023,0.46,5243.66,0.46,5243.66,738 B,2 B,740 B,582 B,290 B
12M 2024,0.11,5493.84,0.11,5465.59,"1,129 B",20 B,"1,149 B",997 B,314 B
