Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.52,1024.86,0.53,1006.75,"1,334 B",553 B,"1,887 B","1,709 B",232 B
12M 2009,0.77,978.64,1.22,615.29,777 B,765 B,"1,542 B","1,244 B",160 B
12M 2010,0.76,1048.65,1.14,698.94,"1,055 B",852 B,"1,908 B","1,676 B",168 B
12M 2011,0.71,1133.15,0.71,1122.45,"1,304 B",615 B,"1,919 B","1,818 B",91 B
12M 2012,0.59,1256.79,0.60,1243.48,"1,552 B",262 B,"1,814 B","1,697 B",(408 B)
12M 2013,0.46,1567.56,0.46,1552.73,789 B,933 B,"1,722 B","1,574 B",294 B
12M 2014,1.03,1750.52,1.04,1734.77,929 B,905 B,"1,834 B","1,598 B",419 B
12M 2015,0.55,909.46,0.55,902.36,"1,425 B",867 B,"2,292 B","2,172 B",(78 B)
12M 2016,0.38,924.02,0.38,918.01,"1,273 B","1,118 B","2,391 B","2,322 B",(43 B)
12M 2017,0.48,1046.96,0.48,1042.15,"1,494 B","1,038 B","2,532 B","2,407 B",(61 B)
12M 2018,0.51,1206.53,0.51,1202.59,"1,580 B",997 B,"2,577 B","2,433 B",(145 B)
12M 2019,0.49,1233.77,0.50,1228.09,"1,702 B",489 B,"2,190 B","2,104 B",(464 B)
12M 2020,0.38,1276.85,0.39,1271.44,"1,152 B",808 B,"1,960 B","1,584 B",(52 B)
12M 2021,0.45,1589.42,0.45,1582.04,906 B,849 B,"1,755 B","1,256 B",335 B
12M 2022,0.80,1735.65,0.81,1726.15,723 B,652 B,"1,374 B","1,137 B",494 B
12M 2023,0.75,1730.19,0.76,1721.29,736 B,300 B,"1,036 B",656 B,377 B
12M 2024,0.55,1840.88,0.56,1833.99,686 B,497 B,"1,183 B",900 B,356 B
