Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,0.67,0.4,-1.33,-0.65,-0.0,0.0,-1.28,2.03,-1.65
12M 2022,0.11,0.06,-1.23,-0.58,-0.0,0.0,-1.17,2.12,-1.58
12M 2023,0.54,0.24,0.99,4.38,0.0,0.0,0.65,0.23,3.38
