Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Laba (Rugi) Selisih Kurs,Beban Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,107367004588.000000,-46293517617.000000,61073486971.000000,-94393595942.000000,-68969518211.000000,-25424077731.000000,-94393595942.000000,-33320108971.000000,-834999344.000000,84068785.000000,-3103710093.000000,-1572635330.000000,-4068750.000000,3761346044.000000,-834999344.000000,-34155108315.000000,347180094.000000,-33807928221.000000,-91703333.000000,-33899631554.000000,-33807928221.000000,-33807928221.000000,,-33807928221.000000,-33899631554.000000,-33899631554.000000,,-33899631554.000000
12M 2022,286714530466.000000,-118125740830.000000,168588789636.000000,-194307640997.000000,-157074424592.000000,-37233216405.000000,-194307640997.000000,-25718851361.000000,-33988944615.000000,8634516.000000,-33448319448.000000,-1983443162.000000,29450549.000000,1404732930.000000,-33988944615.000000,-59707795976.000000,-223658611.000000,-59931454587.000000,334875511.000000,-59596579076.000000,-59931454587.000000,-59931454587.000000,,-59931454587.000000,-59596579076.000000,-59596579076.000000,,-59596579076.000000
12M 2023,482071231185.000000,-179891539890.000000,302179691295.000000,-302112662905.000000,-247925674585.000000,-54186988320.000000,-302112662905.000000,67028390.000000,-2426381936.000000,73753586.000000,-347087736.000000,-3135689872.000000,-758537179.000000,1741179265.000000,-2426381936.000000,-2359353546.000000,-10097300.000000,1154824502.000000,-153924578.000000,1000899924.000000,1154824502.000000,1154824502.000000,,1154824502.000000,1000899924.000000,1000899924.000000,,1000899924.000000
