Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(24 B),,,-119.34
12M 2018,(99 B),(30 B),(129 B),-193.49
12M 2019,(132 B),(66 B),(197 B),-296.22
12M 2020,(136 B),(44 B),(180 B),-269.71
12M 2021,281 B,(35 B),246 B,369.75
12M 2022,(23 B),(56 B),(79 B),-118.28
12M 2023,124 B,(93 B),30 B,45.25
12M 2024,(40 B),(41 B),(81 B),-121.64
