Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Piutang Pihak Berelasi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Goodwill,Investasi Jangka Panjang,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pihak Berelasi,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,3110851.000000,,,12215483877.000000,12215483877.000000,,12215483877.000000,,,,,9689586059.000000,,905808434.000000,22813989221.000000,,39473500.000000,,23924225.000000,,,,250000000.000000,313397725.000000,23127386946.000000,,,3132111835.000000,,,2184314695.000000,,2184314695.000000,,,,,,20550330.000000,896715370.000000,,,,,,30531440.000000,3132111835.000000,63268000.000000,,,,,,,,63268000.000000,63268000.000000,3195379835.000000,,20000000000.000000,91700000.000000,-159692889.000000,,,-159692889.000000,,,19932007111.000000,23127386946.000000,200000000.000000
12M 2018,,,42884489640.000000,126883456000.000000,32500000000.000000,121968349073.000000,110246866070.000000,11721483003.000000,121968349073.000000,1326099615.000000,,,1326099615.000000,42503692863.000000,35971491535.000000,105032910758.000000,509070489484.000000,,4686603538.000000,6011419773.000000,56567250.000000,1197101713.000000,,,589805274.000000,12541497548.000000,521611987032.000000,,,72477760784.000000,28750000000.000000,,12325208620.000000,21228560902.000000,33553769522.000000,,2134008724.000000,,2134008724.000000,,6791496376.000000,873650604.000000,,,86955000.000000,,86955000.000000,287880558.000000,72477760784.000000,36512017761.000000,36269630761.000000,,,,,,,242387000.000000,36512017761.000000,108989778545.000000,,66666750000.000000,283081137931.000000,15601148780.000000,,,15601148780.000000,47111959810.000000,161211966.000000,412622208487.000000,521611987032.000000,666667500.000000
12M 2019,,,465146929177.000000,115190306000.000000,3750000000.000000,253274735853.000000,166965903740.000000,86308832113.000000,253274735853.000000,6283921072.000000,,,6283921072.000000,177077003587.000000,57746740407.000000,179468094225.000000,1257937730321.000000,,18852297568.000000,11692131978.000000,401136000.000000,,,51207214465.000000,1027734647.000000,83180514658.000000,1341118244979.000000,,,282957848823.000000,3750000000.000000,,63759529173.000000,126481522876.000000,190241052049.000000,,4621541550.000000,,4621541550.000000,61249644125.000000,15238358092.000000,1392115644.000000,,,522160000.000000,,522160000.000000,5942977363.000000,282957848823.000000,893114667.000000,,,,143766667.000000,,143766667.000000,,749348000.000000,893114667.000000,283850963490.000000,,66666750000.000000,283429037784.000000,51153110971.000000,,,51153110971.000000,570343414486.000000,85674968248.000000,1057267281489.000000,1341118244979.000000,666667500.000000
12M 2020,,,266532948429.000000,,,249109095339.000000,156620099632.000000,92488995707.000000,249109095339.000000,8606710849.000000,,,8606710849.000000,335577943507.000000,65547235948.000000,192442653687.000000,1117816587759.000000,,186538523926.000000,16349601563.000000,584604922.000000,,22193263679.000000,49367860229.000000,11141887657.000000,286175741976.000000,1403992329735.000000,,,337680268108.000000,,,71227130838.000000,141005881160.000000,212233011998.000000,,6418470090.000000,,6418470090.000000,86280646969.000000,4303628782.000000,1298484257.000000,,15846170096.000000,1108347356.000000,4398409729.000000,21352927181.000000,5793098831.000000,337680268108.000000,71936293008.000000,,,55161443399.000000,2318603906.000000,12768791703.000000,70248839008.000000,,1687454000.000000,71936293008.000000,409616561116.000000,,66666750000.000000,283429037784.000000,75103096951.000000,,,75103096951.000000,534439627981.000000,34737255903.000000,994375768619.000000,1403992329735.000000,666667500.000000
12M 2021,,,317202772811.000000,542383612500.000000,20000000000.000000,125128205706.000000,84785226252.000000,40342979454.000000,125128205706.000000,26641283388.000000,,,26641283388.000000,308429683590.000000,89231926741.000000,151364044734.000000,1580381529470.000000,,225199268470.000000,7748798929.000000,3714609536.000000,,33371759223.000000,56754731989.000000,19522445587.000000,346311613734.000000,1926693143204.000000,,,485003423552.000000,,,58073160051.000000,127319926229.000000,185393086280.000000,,12246252407.000000,,12246252407.000000,51621147963.000000,10401662153.000000,1316333716.000000,,15886026950.000000,1064401133.000000,5292445551.000000,22242873634.000000,201782067399.000000,485003423552.000000,54493923888.000000,,,39236593045.000000,1290547943.000000,11117377459.000000,51644518447.000000,104539441.000000,2744866000.000000,54493923888.000000,539497347440.000000,,66666750000.000000,283429037784.000000,237183516984.000000,,,237183516984.000000,768088984830.000000,31827506166.000000,1387195795764.000000,1926693143204.000000,666667500.000000
12M 2022,,,233254914066.000000,520332693000.000000,,176428296715.000000,110848922420.000000,65579374295.000000,176428296715.000000,18864600412.000000,,,18864600412.000000,285603292921.000000,28434877131.000000,177713865105.000000,1440632539350.000000,,237355148344.000000,11886477967.000000,6205245201.000000,,42813111834.000000,59167327749.000000,61895189900.000000,419322500995.000000,1859955040345.000000,,,452066147373.000000,,,28548560058.000000,107174302544.000000,135722862602.000000,,15731527771.000000,,15731527771.000000,31974676400.000000,5135720381.000000,3376996255.000000,,15938668415.000000,1043453327.000000,5562431047.000000,22544552789.000000,237579811175.000000,452066147373.000000,34365594334.000000,,,23297924629.000000,585526041.000000,6232993573.000000,30116444243.000000,67404288.000000,4181745803.000000,34365594334.000000,486431741707.000000,,66666750000.000000,283429499784.000000,260681511021.000000,500000000.000000,260181511021.000000,260681511021.000000,752918911748.000000,9826626085.000000,1373523298638.000000,1859955040345.000000,666667500.000000
12M 2023,,,226754230672.000000,139113454800.000000,,152564506306.000000,116084476066.000000,36480030240.000000,152564506306.000000,23611239837.000000,,,23611239837.000000,249956738424.000000,48198177518.000000,200057924622.000000,1040256272179.000000,,286706878795.000000,10568941321.000000,10594677904.000000,,72801390075.000000,96325904757.000000,60606448275.000000,537604241127.000000,1577860513306.000000,,,532705391800.000000,5085744000.000000,,40060424488.000000,202181465191.000000,242241889679.000000,,15823680694.000000,,15823680694.000000,68580551339.000000,13831408483.000000,6739304503.000000,,15996120384.000000,760349707.000000,4850151268.000000,21606621359.000000,158796191743.000000,532705391800.000000,153137614999.000000,,,7300990273.000000,437893596.000000,2624182407.000000,10363066276.000000,,142774548723.000000,153137614999.000000,685843006799.000000,,66666750000.000000,283429499784.000000,-16554439163.000000,600000000.000000,-17154439163.000000,-16554439163.000000,546289156259.000000,12186539627.000000,892017506507.000000,1577860513306.000000,666667500.000000
12M 2024,,,169397604340.000000,22296140900.000000,,167270292247.000000,143070926439.000000,24199365808.000000,167270292247.000000,23229816854.000000,,,23229816854.000000,218649927043.000000,44064964993.000000,220499474581.000000,865408220958.000000,,255994129884.000000,9297043195.000000,22237333510.000000,,62456207361.000000,95413907504.000000,55098291694.000000,500496913148.000000,1365905134106.000000,,,395036563187.000000,,,16217345573.000000,140329487685.000000,156546833258.000000,,11962284791.000000,,11962284791.000000,73938722026.000000,3989425241.000000,4751682056.000000,,7301156767.000000,356443587.000000,4245909289.000000,11903509643.000000,131944106172.000000,395036563187.000000,221715919258.000000,,,,365350330.000000,15617711870.000000,15983062200.000000,,205732857058.000000,221715919258.000000,616752482445.000000,,66666750000.000000,282141305808.000000,-84589445888.000000,600000000.000000,-85189445888.000000,-84589445888.000000,471727094836.000000,13206946905.000000,749152651661.000000,1365905134106.000000,666667500.000000
