Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pendapatan Bunga,Penerimaan Atas Restitusi Bea Masuk Dan Pajak,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Penerimaan (Pembayaran) Pajak Penghasilan,Pembayaran Bunga,"Penerimaan (Pembayaran) Beban Penjualan, Umum Dan Administrasi, Dan Kegiatan Operasi Lainnya",Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penjualan Aset Tetap,Perolehan Aset Tetap,Penambahan Aset Tidak Berwujud,Penambahan Piutang Pihak Berelasi,Penerimaan Dari Pelunasan Piutang Pihak Ketiga,Penerimaan Dari Pelunasan Piutang Pihak Berelasi,Penambahan Aset Lainnya,Penerimaan Aset Tidak Lancar Lainnya,Penyertaan Saham Pada Entitas Asosiasi,Pelepasan Saham Pada Entitas Asosiasi,Penyertaan Saham Pada Entitas Anak,Penempatan Investasi Pada Saham,Pelepasan Entitas Anak,Uang Muka Investasi Saham,Pengembalian Uang Muka Investasi Saham,Uang Muka Investasi Film,Uang Muka Untuk Perolehan Aset Tetap,Penerimaan Dari Pembatalan Uang Muka Pembelian Aset Tetap,Penambahan Deposito Yang Dibatasi Penggunaannya,Penerimaan Investasi Lainnya,Investasi Lainnya,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Dari (Pembayaran Kepada) Pihak-Pihak Berelasi,Penerimaan Dari Surat Utang Konversi,Penerimaan Dari Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Penambahan Piutang Pihak Ketiga,Penambahan Piutang Pihak Berelasi,Pembayaran Kepada Utang Pihak Ketiga,Pembayaran Utang Pihak Berelasi,Penerimaan Dari Utang Pihak Ketiga,Pemberian Pinjaman Kepada Pihak Ketiga,Tambahan Modal Disetor,Setoran Modal,Utang Bank Jangka Pendek,Pembayaran Utang Bank,Penerimaan Utang Bank,Penambahan Dari Piutang Pihak Ketiga Jangka Pendek,Penyertaan Saham Entitas Anak Oleh Kepentingan Non Pengendali,Penambahan Modal Pada Entitas Anak Oleh Kepentingan Non Pengendali,Pembayaran Liabilitas Sewa,Pembayaran Utang Pembiayaan,Pembelian Saham Tresuri,Pembelian Saham Tresuri Dari Kepentingan Nonpengendali,Penerimaan Utang Pihak Berelasi,Penambahan Investasi Pada Entitas Anak,Pembayaran Kepada Pihak Berelasi,Penawaran Umum Saham Perdana Dari Entitas Anak,Penerimaan Pendapatan Dividen,Pembayaran Dividen Kepada Kepentingan Nonpengendali,Pencairan Deposito Yang Dibatasi Penggunaannya,Biaya Emisi Saham,Adjustment,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Entitas Anak Yang Diakuisisi,Kas Dan Setara Kas Entitas Anak Pada Saat Pelepasan,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2017,-23868132326.000000,1303589727561.000000,368893205.000000,,-1323812210998.000000,-986398742.000000,-1152366189.000000,,-1875777163.000000,-23868132326.000000,-7500000000.000000,,,,,,,,,,,,,,,,,,,-7500000000.000000,,,-7500000000.000000,30445000000.000000,10950000000.000000,,,,,,,,,,,19495000000.000000,,,,,,,,,,,,,,,,,,,,30445000000.000000,-923132326.000000,6712254976.000000,,,,5789122650.000000
12M 2018,-99310034128.000000,2401299366566.000000,5170711638.000000,,-2458743405448.000000,-10485893777.000000,-1614117265.000000,-204912210.000000,-34731783632.000000,-99310034128.000000,-195518001007.000000,,-3665283382.000000,-6019429687.000000,,,,,,,,-13864832198.000000,,,,,,-20000000000.000000,,-25000000000.000000,,-126968455740.000000,-195518001007.000000,327098647105.000000,16315039575.000000,,,,,,,,,,279813140696.000000,46666750000.000000,28750000000.000000,,,-50254192211.000000,5841125000.000000,,,-33215955.000000,,,,,,,,,,,,327098647105.000000,32270611970.000000,5789122650.000000,4824755020.000000,,,42884489640.000000
12M 2019,-131598510936.000000,6014132428966.000000,8720913682.000000,,-6090917564727.000000,-17510217380.000000,-17683182745.000000,-2646635572.000000,-25694253160.000000,-131598510936.000000,-101332442137.000000,,-16073268029.000000,-5777494736.000000,,9086192211.000000,,,,-47000000000.000000,,-844000000.000000,,4565000000.000000,,,,-44034282531.000000,,28750000000.000000,,-30004589052.000000,-101332442137.000000,655424971071.000000,14302559407.000000,,,,,,,,,,,261600000.000000,-25000000000.000000,,,,65313654148.000000,,,-361190500.000000,,,24115980921.000000,,,576792367095.000000,,,,,,655424971071.000000,422494017998.000000,43650242074.000000,,-997330895.000000,,465146929177.000000
12M 2020,-136137932696.000000,7595985567743.000000,16254460201.000000,,-7627499310752.000000,-17192020553.000000,-21955823272.000000,-9173696684.000000,-72557109379.000000,-136137932696.000000,-49388639634.000000,6666644.000000,-49456007940.000000,-4956906777.000000,-27390111088.000000,,19639751948.000000,,,-37500000.000000,,,-22193263679.000000,,,,-10391153000.000000,10747098258.000000,,3750000000.000000,,30892786000.000000,-49388639634.000000,-2083035091.000000,,,,,,,,,,,,,-3750000000.000000,-9292386505.000000,11588252273.000000,,1078375000.000000,,-2944074387.000000,-758275373.000000,-33445605700.000000,,36096464541.000000,,,,,,,-655784940.000000,,-2083035091.000000,-198613980748.000000,465146929177.000000,,,,266532948429.000000
12M 2021,281233034206.000000,9114645045468.000000,6871458262.000000,,-8751570711557.000000,-23024988458.000000,-13186684088.000000,-10964194761.000000,-41536890660.000000,281233034206.000000,-289827681705.000000,73715000.000000,-32908088826.000000,-1827200400.000000,-20690995604.000000,53270762845.000000,786307417.000000,,,-4400000000.000000,,-5013575700.000000,-4600000000.000000,,-12500000000.000000,,-856892437.000000,,,-20000000000.000000,,-241161714000.000000,-289827681705.000000,103372673452.000000,,,,,-23603808060.000000,,,,97312625750.000000,,,,,-16060000008.000000,,,45314286750.000000,2216000000.000000,-5952912781.000000,-1140666163.000000,,,6657147964.000000,,,,,-1370000000.000000,,,,103372673452.000000,50461378983.000000,266532948429.000000,215404154.000000,-6958755.000000,,317202772811.000000
12M 2022,-22717849612.000000,9814935807454.000000,3856732211.000000,2787040000.000000,-9728898774267.000000,-34608410827.000000,-15693925717.000000,-11405463800.000000,-53690854666.000000,-22717849612.000000,-3789462114.000000,2376843750.000000,-49433999469.000000,-6702727932.000000,-21342572123.000000,5499913869.000000,78140621733.000000,,375296567.000000,-11100000000.000000,3000000000.000000,-25390534000.000000,-180000000.000000,,-1500000000.000000,12500000000.000000,-265163509.000000,,,20000000000.000000,195897229000.000000,-205664370000.000000,-3789462114.000000,-9815507103.000000,,,,,-20789446391.000000,,-8470875250.000000,,13387570250.000000,,,,,-16060000008.000000,,,10000000.000000,,-4835605996.000000,-1150149708.000000,,,28093000000.000000,,,,,,,,,-9815507103.000000,-83934790392.000000,317202772811.000000,,-13068353.000000,,233254914066.000000
12M 2023,123566145302.000000,9486833076395.000000,4021161928.000000,1507645000.000000,-9218596618499.000000,-49032682265.000000,-14478104000.000000,-7090858824.000000,-79597474433.000000,123566145302.000000,-194564007115.000000,12000000.000000,-90544649376.000000,-2852975000.000000,-47466433864.000000,3999913869.000000,27362133477.000000,,1441732363.000000,-4912725000.000000,23500000000.000000,,-3333343584.000000,,,,-15000000.000000,,,,,-101754660000.000000,-194564007115.000000,100111124819.000000,,137284763470.000000,,,-9532929933.000000,,-30290050750.000000,,13279050750.000000,,,,,-16060000008.000000,5085744000.000000,,12000000.000000,,-7899667984.000000,-1069536065.000000,,,11926751339.000000,-2625000000.000000,,,,,,,,100111124819.000000,-6500683394.000000,233254914066.000000,,,,226754230672.000000
12M 2024,-39774954498.000000,6062013829048.000000,5407322866.000000,4905392559.000000,-5938757872467.000000,-58224563735.000000,-12646301897.000000,-11457280363.000000,-91015480509.000000,-39774954498.000000,-20965329760.000000,176633711.000000,-27255768992.000000,-4072000000.000000,-972668097.000000,11732929933.000000,10977648461.000000,,1160734633.000000,-12015095.000000,,,,,,,-2702021814.000000,-9991700000.000000,,,,-7102500.000000,-20965329760.000000,8698325105.000000,,55260875000.000000,,,,,-82757300250.000000,,49050806619.000000,,,,-5085744000.000000,-16060000006.000000,,,6666000000.000000,,-5076285111.000000,-756674386.000000,,,11728319999.000000,,,,,-4271672760.000000,,,,8698325105.000000,-56581871287.000000,226754230672.000000,,-774755045.000000,,169397604340.000000
