Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,9692011.79,0.00,9692011.79,15 B,22 B,36 B,35 B,7 B
12M 2020,0.00,11666134.93,0.00,11666134.93,21 B,51 B,72 B,71 B,(8 B)
12M 2021,0.00,14463845.43,0.00,14463845.43,22 B,36 B,58 B,57 B,(10 B)
12M 2022,0.00,37.31,0.00,37.31,31 B,27 B,58 B,44 B,0 B
12M 2023,1.02,59.99,1.02,59.99,30 B,17 B,47 B,(4 B),45 B
12M 2024,0.83,60.18,0.83,60.18,42 B,54 B,96 B,45 B,38 B
