Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1674334246.000000,20800767682.000000,20800767682.000000,20800767682.000000,200876402.000000,200876402.000000,200876402.000000,194850154.000000,22870828484.000000,,42529706250.000000,436500000.000000,116237195.000000,1147000000.000000,44229443445.000000,67100271929.000000,,,15860466186.000000,6373818720.000000,,488565119.000000,488565119.000000,222687538.000000,468643891.000000,,827010039.000000,7479740879.000000,,8306750918.000000,15860466186.000000,22163770380.000000,,7665631763.000000,14033189835.000000,,21698821598.000000,464948782.000000,22163770380.000000,38024236566.000000,,300000000.000000,22817075923.000000,,22817075923.000000,22817075923.000000,5958959440.000000,29076035363.000000,67100271929.000000,3000.000000
12M 2020,,,1409505751.000000,12972870739.000000,12972870739.000000,12972870739.000000,113102861.000000,113102861.000000,113102861.000000,641117669.000000,15136597020.000000,,78284585502.000000,9173356800.000000,161337440.000000,7089635703.000000,94708915445.000000,109845512465.000000,,,23558487741.000000,8534298207.000000,,731503727.000000,731503727.000000,311659850.000000,1090845265.000000,,913518195.000000,11425750426.000000,550912071.000000,12890180692.000000,23558487741.000000,51288619928.000000,,6752113569.000000,42477205853.000000,1366993013.000000,50596312435.000000,692307493.000000,51288619928.000000,74847107669.000000,,300000000.000000,28732934571.000000,,28732934571.000000,28732934571.000000,5965470225.000000,34998404796.000000,109845512465.000000,3000.000000
12M 2021,,,1000933932.0,12421132159.0,12421132159.0,12421132159.0,447578892.0,447578892.0,447578892.0,959713034.0,14829358017.0,,72319022515.0,10350656226.0,242286356.0,7228737636.0,90140702733.0,104970060750.0,,,24336343429.0,10230902120.0,,767350836.0,767350836.0,320367340.0,1336299696.0,,1076022984.0,10020509330.0,584891123.0,11681423437.0,24336343429.0,37242181030.0,,6096340318.0,29481717137.0,782101890.0,36360159345.0,882021685.0,37242181030.0,61578524459.0,,300000000.0,37080476733.0,60000000.0,37020476733.0,37080476733.0,6011059558.0,43391536291.0,104970060750.0,3000.0
12M 2022,,,14795628146.000000,11243306343.000000,11243306343.000000,11243306343.000000,50000506.000000,50000506.000000,50000506.000000,10926211212.000000,37015146207.000000,,75893591903.000000,,184357936.000000,7144098049.000000,83222047888.000000,120237194095.000000,,,36611556335.000000,11031270459.000000,,1635454963.000000,1635454963.000000,1534254356.000000,2050396851.000000,,1176961465.000000,18562252315.000000,620965926.000000,20360179706.000000,36611556335.000000,27666713189.000000,,4919379348.000000,21838296647.000000,161135964.000000,26918811959.000000,747901230.000000,27666713189.000000,64278269524.000000,,36246000000.000000,19304299580.000000,60000000.000000,19244299580.000000,19304299580.000000,408624991.000000,55958924571.000000,120237194095.000000,1499840000.000000
12M 2023,,,50743761595.000000,17019285949.000000,17019285949.000000,17019285949.000000,92404897.000000,92404897.000000,92404897.000000,11556699406.000000,79412151847.000000,,95197549487.000000,,221050557.000000,6532480649.000000,101951080693.000000,181363232540.000000,,,34013210758.000000,19765263586.000000,,1376999288.000000,1376999288.000000,1708561542.000000,1402582000.000000,,,8391864254.000000,1367940088.000000,9759804342.000000,34013210758.000000,18373101958.000000,,,12211500637.000000,5146935532.000000,17358436169.000000,1014665789.000000,18373101958.000000,52386312716.000000,,53748365000.000000,30253165881.000000,60000000.000000,30193165881.000000,30253165881.000000,44975388943.000000,128976919824.000000,181363232540.000000,2149934600.000000
12M 2024,,,51365644171.000000,19859771891.000000,19859771891.000000,19859771891.000000,564037093.000000,564037093.000000,564037093.000000,15825463871.000000,87614917026.000000,,141119820030.000000,,186860074.000000,5043242178.000000,146349922282.000000,233964839308.000000,,,49449389550.000000,20028128703.000000,,4147392043.000000,4147392043.000000,1823968840.000000,1805701059.000000,,8257050000.000000,12105911742.000000,1281237163.000000,21644198905.000000,49449389550.000000,55139306537.000000,,17445987500.000000,32840508852.000000,4028448369.000000,54314944721.000000,824361816.000000,55139306537.000000,104588696087.000000,,53748574350.000000,30240040802.000000,60000000.000000,30180040802.000000,30240040802.000000,45387528069.000000,129376143221.000000,233964839308.000000,2149942974.000000
