Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,1868146.32,0.00,0.00,11.28 B,8.35%,19.28%,37.03%,2.49
12M 2020,0.00 B,1971952.88,0.00,0.00,20.19 B,5.39%,16.90%,20.36%,2.25
12M 2021,0.00 B,2782514.05,0.00,0.00,29.17 B,7.95%,19.24%,21.19%,2.50
12M 2022,1.50 B,8.15,0.00,0.00,36.22 B,10.17%,21.84%,28.91%,3.06
12M 2023,2.15 B,5.95,10.25,0.79,37.22 B,7.05%,9.91%,18.36%,3.34
12M 2024,2.15 B,0.88,56.82,0.57,27.26 B,0.81%,1.47%,4.21%,
