Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(2 B),(6 B),(8 B),-2669309.19
12M 2020,21 B,(7 B),14 B,4541015.97
12M 2021,20 B,(2 B),18 B,5991281.45
12M 2022,20 B,(4 B),16 B,10.96
12M 2023,20 B,(30 B),(10 B),-4.49
12M 2024,15 B,(3 B),12 B,5.76
