Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Adjustment,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Derivatif,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Medium Term Notes,Kewajiban Lembaga Keuangan Non Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Adjustment,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Adjustment,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,17111025791.000000,,,941542840190.000000,958653865981.000000,,558940829.000000,104756561218.000000,,1372443634774.000000,1477759136821.000000,2436413002802.000000,,,723225269782.000000,,336452059328.000000,142653786513.000000,479105845841.000000,1137088597.000000,,,,,,2617685914.000000,30907965380.000000,209456684050.000000,723225269782.000000,1373262589549.000000,,1016293870432.000000,299792972118.000000,57175746999.000000,,1373262589549.000000,,,1373262589549.000000,2096487859331.000000,,317372000000.000000,93790508997.000000,-87592098527.000000,3082727676.000000,-90674826203.000000,,-87592098527.000000,16354733001.000000,339925143471.000000,2436413002802.000000,3173720000.000000
12M 2017,,,35245241563.000000,,,627434981421.000000,662680222984.000000,,2512229040.000000,176050248642.000000,,1267374337201.000000,1445936814883.000000,2108617037867.000000,,,696790098916.000000,479194447262.000000,,,479194447262.000000,193918109.000000,,,,,,927844819.000000,,216473888726.000000,696790098916.000000,1284018527936.000000,,896062477098.000000,334892080427.000000,53063970411.000000,,1284018527936.000000,,,1284018527936.000000,1980808626852.000000,,317372000000.000000,93790508997.000000,-303188160038.000000,3082727676.000000,-306270887714.000000,,-303188160038.000000,19834062056.000000,127808411015.000000,2108617037867.000000,3173720000.000000
12M 2018,,,73179257708.000000,,,444208213323.000000,517387471031.000000,,1857616936.000000,188869189802.000000,,1195042441351.000000,1385769248089.000000,1903156719120.000000,,,294312424710.000000,83856782914.000000,,,83856782914.000000,175521260.000000,,,,,,41377900.000000,,210238742636.000000,294312424710.000000,1215503144964.000000,,830416689737.000000,328674311615.000000,56412143612.000000,,1215503144964.000000,,,1215503144964.000000,1509815569674.000000,,710055132500.000000,131746133412.000000,-469261921664.000000,3082727676.000000,-472344649340.000000,,-469261921664.000000,20801805198.000000,393341149446.000000,1903156719120.000000,1517321249.000000
12M 2019,,,23994272383.000000,,,183989256730.000000,207983529113.000000,,4501976710.000000,218359646184.000000,,1065747153567.000000,1288608776461.000000,1496592305574.000000,,,174337933918.000000,73949256073.000000,,,73949256073.000000,164276710.000000,,,,,,754774197.000000,,99469626938.000000,174337933918.000000,1046889542444.000000,,676413153741.000000,316821286939.000000,53655101764.000000,,1046889542444.000000,,,1046889542444.000000,1221227476362.000000,,710055132500.000000,131746133412.000000,-587194036740.000000,3082727676.000000,-590276764416.000000,,-587194036740.000000,20757600040.000000,275364829212.000000,1496592305574.000000,1517321249.000000
12M 2020,,,8225364668.000000,,,94581730434.000000,102807095102.000000,,3183019024.000000,204743835001.000000,,565673699483.000000,773600553508.000000,876407648610.000000,,,178900802237.000000,70003465462.000000,,,70003465462.000000,249424028.000000,,,,,,909948556.000000,,107737964191.000000,178900802237.000000,1019814937544.000000,,657182834952.000000,308535788079.000000,54096314513.000000,,1019814937544.000000,,,1019814937544.000000,1198715739781.000000,,710055132500.000000,131746133412.000000,-1185291278153.000000,3082727676.000000,-1188374005829.000000,,-1185291278153.000000,21181921070.000000,-322308091171.000000,876407648610.000000,1517321249.000000
12M 2021,,,11766132637.000000,,,30254466580.000000,42020599217.000000,,1929000107.000000,156171581024.000000,,392092175652.000000,550192756783.000000,592213356000.000000,,,126517173801.000000,68143100565.000000,,,68143100565.000000,64077516.000000,,,,,,86059099.000000,,58223936621.000000,126517173801.000000,987538225545.000000,,629758910329.000000,303194040083.000000,54585275133.000000,,987538225545.000000,,,987538225545.000000,1114055399346.000000,,710055132500.000000,131746133412.000000,-1386083187038.000000,3082727676.000000,-1389165914714.000000,,-1386083187038.000000,22439877780.000000,-521842043346.000000,592213356000.000000,1517321249.000000
12M 2022,,,33641356257.000000,11634297.000000,,4577419357.000000,38230409911.000000,,88867004.000000,120677251263.000000,,362810529999.000000,483576648266.000000,521807058177.000000,,,97944406473.000000,11371585.000000,,,11371585.000000,52925328.000000,39431458120.000000,,36739836008.000000,,36739836008.000000,7740434272.000000,,13968381160.000000,97944406473.000000,987205802064.000000,,568407364818.000000,299398901926.000000,60081594870.000000,,927887861614.000000,,59317940450.000000,987205802064.000000,1085150208537.000000,,710057907500.000000,131748630912.000000,-1427589566552.000000,3082727676.000000,-1430672294228.000000,,-1427589566552.000000,22439877780.000000,-563343150360.000000,521807058177.000000,1517332349.000000
12M 2023,,,88735546423.000000,714294279.000000,2024029224.000000,3715296900.000000,95189166826.000000,,11923877448.000000,80520098687.000000,,284878268614.000000,377322244749.000000,472511411575.000000,,,147131087098.000000,957038147.000000,,,957038147.000000,45702483.000000,81558101763.000000,,44910331951.000000,,44910331951.000000,7468949085.000000,,12190963669.000000,147131087098.000000,956514729608.000000,,543359750197.000000,296028348934.000000,58061886649.000000,,897449985780.000000,,59064743828.000000,956514729608.000000,1103645816706.000000,,710057907500.000000,131748630912.000000,-1495383975025.000000,3082727676.000000,-1498466702701.000000,,-1495383975025.000000,22443031482.000000,-631134405131.000000,472511411575.000000,1517332349.000000
12M 2024,,,60290882865.000000,4431359392.000000,1659351351.000000,6107350349.000000,72488943957.000000,,9513788068.000000,40255836593.000000,,281341306988.000000,304220931649.000000,376709875606.000000,,,236003718189.000000,1591962649.000000,,,1591962649.000000,123556376.000000,139759400789.000000,,57425528743.000000,49685584.000000,57475214327.000000,7497131620.000000,,29556452428.000000,236003718189.000000,900030420321.000000,,494808003469.000000,289882154168.000000,56565361820.000000,61115694.000000,841316635151.000000,,58713785170.000000,900030420321.000000,1136034138510.000000,,710057907500.000000,131748630912.000000,-1596698768914.000000,3082727676.000000,-1599781496590.000000,,-1596698768914.000000,22457967598.000000,-732434262904.000000,403599875606.000000,1517332349.000000
