Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,367 B,(76 B),292 B,91.95
12M 2017,191 B,(15 B),175 B,55.25
12M 2018,60 B,(5 B),55 B,36.39
12M 2019,59 B,(4 B),55 B,36.50
12M 2020,12 B,(0 B),12 B,7.72
12M 2021,34 B,(0 B),34 B,22.65
12M 2022,45 B,,45 B,29.90
12M 2023,85 B,,85 B,56.24
12M 2024,17 B,,17 B,10.93
