Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,51.84,0.00,51.84,23 B,15 B,37 B,25 B,26 B
12M 2020,1.69,72.69,1.75,70.15,20 B,16 B,36 B,9 B,57 B
12M 2021,0.85,75.27,0.88,72.98,23 B,14 B,37 B,32 B,53 B
12M 2022,0.65,77.28,0.70,71.85,59 B,10 B,69 B,55 B,35 B
12M 2023,0.63,79.06,0.67,74.21,75 B,6 B,81 B,77 B,40 B
12M 2024,0.15,79.98,0.16,75.50,100 B,10 B,110 B,107 B,27 B
