Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,2.04,2.01,0.21,1.22,0.0,0.0,0.14,0.17,0.22
12M 2020,3.22,3.22,0.09,1.1,0.0,0.0,0.02,0.08,0.1
12M 2021,3.06,3.05,0.08,1.09,0.0,0.0,0.07,0.03,0.09
12M 2022,1.58,1.58,0.15,1.15,0.0,0.0,0.12,0.13,0.15
12M 2023,1.53,1.53,0.16,1.16,0.0,0.0,0.15,0.14,0.16
12M 2024,1.26,1.26,0.22,1.22,0.0,0.0,0.21,0.18,0.22
