Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.09,3946.39,0.09,3930.52,,,,,
12M 2009,0.18,3223.34,0.18,3216.99,,,,,
12M 2010,0.25,4629.64,0.25,4625.89,,,,,
12M 2011,0.38,4392.63,0.38,4389.75,,,,,
12M 2012,0.30,6664.55,0.30,6660.97,,,,,
12M 2013,0.45,7254.52,0.45,7249.93,,,,,
12M 2014,0.54,8833.31,0.54,8822.15,,,,,
12M 2015,0.62,8504.83,0.62,8487.67,,,,,
12M 2016,0.68,7907.07,0.69,7848.10,,,,,
12M 2017,0.68,7143.59,0.69,7085.57,,,,,
12M 2018,0.73,5865.46,0.74,5808.53,,,,,
12M 2019,0.64,5656.74,0.64,5609.47,,,,,
12M 2020,0.59,5740.53,0.59,5700.12,,,,,
12M 2021,0.84,5812.23,0.85,5762.13,,,,,
12M 2022,2.40,2433.83,2.42,2412.96,,,,,
12M 2023,1.44,2812.48,1.44,2808.47,,,,,
12M 2024,1.08,297.93,1.08,297.31,,,,,
