Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,,,0.0
12M 2020,154.13,350.06,49.24,454.95,2.37,,1.04,,2.31,,0.61,,3.38,,1.4
12M 2021,131.38,324.67,37.7,418.35,2.78,,1.12,,2.85,,0.69,,2.4,,1.57
12M 2022,89.07,199.61,42.6,246.08,4.1,,1.83,,5.62,,1.13,,3.0,,1.79
12M 2023,169.06,225.2,43.26,351.0,2.16,3.21,1.62,3.53,4.93,9.4,0.84,1.53,1.46,1.46,2.73
12M 2024,256.41,386.88,21.08,622.21,1.42,1.22,0.94,0.85,3.82,3.42,0.59,0.51,0.98,0.98,2.46
