Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-143907.01,-0.00,0.00,14.97 B,-3.68%,-8.24%,0.50%,0.08
12M 2021,0.00 B,71916.19,0.00,0.00,25.07 B,1.62%,3.92%,11.46%,1.63
12M 2022,0.00 B,401401.03,0.00,0.00,46.57 B,7.84%,18.00%,25.58%,4.29
12M 2023,3.78 B,8.44,0.00,0.00,53.91 B,9.08%,17.35%,22.97%,7.44
12M 2024,4.59 B,5.88,32.31,3.33,60.08 B,5.07%,8.20%,15.74%,4.08
