Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,0.00,0.00,0.00,,,,,
12M 2020,0.00,1747415.51,0.00,1747415.51,71 B,,71 B,70 B,44 B
12M 2021,0.00,1836924.24,0.00,1836924.24,72 B,16 B,88 B,87 B,68 B
12M 2022,0.00,2229645.52,0.00,2220235.00,67 B,22 B,89 B,71 B,101 B
12M 2023,0.00,48.66,0.00,48.46,82 B,48 B,131 B,124 B,185 B
12M 2024,2.65,71.73,2.65,71.57,166 B,10 B,176 B,174 B,267 B
