Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,14 B,(8 B),5 B,6.71
12M 2019,30 B,(39 B),(9 B),-8.72
12M 2020,48 B,(34 B),13 B,13.19
12M 2021,(40 B),(31 B),(72 B),-59.82
12M 2022,(29 B),(46 B),(75 B),-62.57
12M 2023,49 B,(40 B),9 B,7.50
12M 2024,76 B,(39 B),37 B,30.80
