Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Pinjaman Jangka Panjang Lainnya,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Pinjaman Jangka Panjang Lainnya,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,27099037000.000000,,61290513000.000000,61290513000.000000,,61290513000.000000,269515000.000000,269515000.000000,,269515000.000000,111687649000.000000,11916071000.000000,212262785000.000000,,421170000.000000,133742596000.000000,119907000.000000,918565000.000000,135202238000.000000,347465023000.000000,,,102576234000.000000,,46406342000.000000,,46406342000.000000,68240000.000000,,,68240000.000000,5801367000.000000,6542499000.000000,,,9457445000.000000,103048000.000000,,9560493000.000000,34197293000.000000,102576234000.000000,21698061000.000000,13122625000.000000,,,8575436000.000000,21698061000.000000,124274295000.000000,,80000000000.000000,24378060000.000000,79517398000.000000,,,79517398000.000000,,39295270000.000000,223190728000.000000,347465023000.000000,800000000.000000
12M 2019,,,79853218000.000000,,51677232000.000000,51677232000.000000,,51677232000.000000,244649000.000000,244649000.000000,,244649000.000000,122190882000.000000,5405474000.000000,259371455000.000000,,1072346000.000000,170776000000.000000,63950000.000000,20622869000.000000,192535165000.000000,451906620000.000000,,,82019438000.000000,,43077799000.000000,,43077799000.000000,366667000.000000,,,366667000.000000,6397887000.000000,6568901000.000000,,,9364897000.000000,,,9364897000.000000,16243287000.000000,82019438000.000000,42948382000.000000,31026277000.000000,,,11922105000.000000,42948382000.000000,124967820000.000000,,100000000000.000000,49914943000.000000,135039394000.000000,,135039394000.000000,135039394000.000000,,41984463000.000000,326938800000.000000,451906620000.000000,1000000000.000000
12M 2020,,,100202951000.000000,,41214955000.000000,41214955000.000000,,41214955000.000000,168100000.000000,168100000.000000,,168100000.000000,131154154000.000000,14767456000.000000,287507616000.000000,,2404321000.000000,191507113000.000000,22021000.000000,19337475000.000000,213270930000.000000,500778546000.000000,,,117921144000.000000,,42900159000.000000,,42900159000.000000,3514274000.000000,,,3514274000.000000,1878975000.000000,1547780000.000000,21099969000.000000,,8586339000.000000,,1319733000.000000,9906072000.000000,37073915000.000000,117921144000.000000,43674908000.000000,25407182000.000000,,,18267726000.000000,43674908000.000000,161596052000.000000,,100000000000.000000,49914943000.000000,154131344000.000000,100000000.000000,154031344000.000000,154131344000.000000,,35136207000.000000,339182494000.000000,500778546000.000000,1000000000.000000
12M 2021,,,19657323000.000000,,64279127000.000000,64279127000.000000,,64279127000.000000,1063000.000000,1063000.000000,,1063000.000000,190384093000.000000,39734683000.000000,314056289000.000000,,2012428000.000000,206227287000.000000,359728000.000000,787932000.000000,209387375000.000000,523443664000.000000,,,132952571000.000000,,41151925000.000000,,41151925000.000000,474753000.000000,,,474753000.000000,8608219000.000000,1251266000.000000,40006514000.000000,,3592486000.000000,3500000000.000000,1430491000.000000,8522977000.000000,32936917000.000000,132952571000.000000,26179278000.000000,316087000.000000,9333333000.000000,,16529858000.000000,26179278000.000000,159131849000.000000,,120000000000.000000,137780973000.000000,77365137000.000000,200000000.000000,77165137000.000000,77365137000.000000,,29165704000.000000,364311814000.000000,523443663000.000000,1199999998.000000
12M 2022,,,14013364000.000000,2052103000.000000,73013407000.000000,73013407000.000000,,73013407000.000000,91350000.000000,91350000.000000,,91350000.000000,347028828000.000000,58814313000.000000,495013365000.000000,,1278339000.000000,257369479000.000000,602641000.000000,40916555000.000000,300167014000.000000,795180379000.000000,,,304024656000.000000,,139645074000.000000,,139645074000.000000,545319000.000000,,,545319000.000000,7057026000.000000,795975000.000000,135520644000.000000,,2970000000.000000,3500000000.000000,3323416000.000000,9793416000.000000,10667202000.000000,304024656000.000000,54164711000.000000,14850000000.000000,5833333000.000000,,33481378000.000000,54164711000.000000,358189367000.000000,,120000000000.000000,137780973000.000000,118494958000.000000,300000000.000000,118194958000.000000,118494958000.000000,,60715078000.000000,436991009000.000000,795180376000.000000,1199999998.000000
12M 2023,,,15981542000.000000,,67375337000.000000,67375337000.000000,,67375337000.000000,50617000.000000,50617000.000000,,50617000.000000,292089933000.000000,49324154000.000000,424821583000.000000,,6863568000.000000,279786157000.000000,507118000.000000,39975251000.000000,327132094000.000000,751953677000.000000,,,264179869000.000000,,109351945000.000000,,109351945000.000000,296419000.000000,,,296419000.000000,18109408000.000000,574055000.000000,114624053000.000000,,7202131000.000000,3500000000.000000,1248030000.000000,11950161000.000000,9273828000.000000,264179869000.000000,78540803000.000000,49076823000.000000,2333333000.000000,,27130647000.000000,78540803000.000000,342720672000.000000,,120000000000.000000,137780973000.000000,102658376000.000000,400000000.000000,102258376000.000000,102658376000.000000,648000.000000,48793007000.000000,409233004000.000000,751953676000.000000,1199999998.000000
12M 2024,,,47169276000.000000,,54265749000.000000,54265749000.000000,,54265749000.000000,6600100000.000000,6600100000.000000,,6600100000.000000,220520636000.000000,20044356000.000000,348600117000.000000,,8132196000.000000,297917583000.000000,315403000.000000,11008302000.000000,317373484000.000000,665973601000.000000,,,175438308000.000000,,58051096000.000000,,58051096000.000000,4427425000.000000,,,4427425000.000000,6451190000.000000,2057461000.000000,72851900000.000000,,11254277000.000000,,1335287000.000000,12589564000.000000,19009672000.000000,175438308000.000000,71274404000.000000,44575261000.000000,,,26699143000.000000,71274404000.000000,246712712000.000000,,120000000000.000000,137780973000.000000,104129039000.000000,400000000.000000,103729039000.000000,104129039000.000000,6601597000.000000,50749280000.000000,419260889000.000000,665973601000.000000,1199999998.000000
