Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.35,4059.18,1.35,4059.18,,,,(99 B),436 B
12M 2009,1.85,4380.62,1.85,4380.62,,,,(147 B),485 B
12M 2010,1.53,4717.24,1.53,4717.24,,,,(129 B),554 B
12M 2011,1.52,5075.00,1.52,5075.00,,,,(90 B),615 B
12M 2012,2.02,5455.01,2.02,5455.01,,,,(135 B),669 B
12M 2013,2.02,5883.57,2.02,5883.57,,,,(74 B),523 B
12M 2014,2.75,6383.48,2.75,6383.48,181 B,,181 B,86 B,388 B
12M 2015,1.93,8528.87,1.93,8528.87,,,,(220 B),890 B
12M 2016,1.41,8868.49,1.41,8868.49,,,,(299 B),951 B
12M 2017,1.94,9242.34,1.94,9242.34,,,,(432 B),"1,014 B"
12M 2018,1.76,9810.00,1.76,9810.00,,,,(369 B),"1,099 B"
12M 2019,1.10,10042.16,1.10,10042.16,,,,(286 B),"1,169 B"
12M 2020,0.70,9280.44,0.70,9280.44,,,,(458 B),"1,213 B"
12M 2021,0.59,9049.32,0.59,9049.32,3 B,,3 B,(552 B),"1,261 B"
12M 2022,0.68,9224.74,0.68,9224.74,,,,(573 B),"1,374 B"
12M 2023,0.58,4689.46,0.58,4689.46,,,,(727 B),"1,443 B"
12M 2024,0.49,4436.18,0.49,4436.18,,,,(655 B),"1,235 B"
