Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,-5.15,,0.73
12M 2021,35.93,60.55,8.63,87.85,10.16,,6.03,,21.13,,2.02,,10.87,,1.21
12M 2022,19.51,30.75,15.26,35.0,18.71,,11.87,,45.16,,3.84,,34.88,,1.14
12M 2023,34.24,25.9,27.08,33.06,10.66,14.34,14.09,63.46,25.04,38.89,3.01,5.57,14.51,14.51,1.44
12M 2024,49.07,20.22,60.9,8.39,7.44,12.33,18.05,15.23,6.55,5.4,1.66,1.6,-13.44,-13.44,0.77
