Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,29 B,(2 B),26 B,0.00
12M 2021,57 B,(2 B),55 B,896.75
12M 2022,91 B,(34 B),57 B,945.27
12M 2023,82 B,(40 B),42 B,6.92
12M 2024,103 B,(129 B),(25 B),-4.19
