Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,45 B,(25 B),20 B,179450.60
12M 2020,57 B,(9 B),48 B,430626.27
12M 2021,3 B,(5 B),(2 B),-1.07
12M 2022,82 B,(4 B),78 B,41.02
12M 2023,(30 B),(71 B),(101 B),-40.36
12M 2024,270 B,(166 B),104 B,41.51
