Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,2115761.68,0.00,2109802.34,82 B,,82 B,(8 B),128 B
12M 2020,0.00,2051637.14,0.00,2045677.80,3 B,9 B,12 B,(57 B),131 B
12M 2021,0.00,132.20,0.00,131.85,3 B,6 B,9 B,(56 B),169 B
12M 2022,0.00,165.47,0.00,165.47,3 B,3 B,6 B,(134 B),248 B
12M 2023,1.73,231.83,1.73,231.83,13 B,60 B,73 B,(90 B),401 B
12M 2024,2.53,310.13,2.53,310.13,20 B,88 B,108 B,(148 B),434 B
