Period,Total Pendapatan,Premi Bruto,Premi Reasuransi,Penurunan (Kenaikan) Premi Yang Belum Merupakan Pendapatan,Hasil Investasi,Pendapatan Sewa Operasi,Others,Total Pendapatan,Total Beban Usaha,Klaim Bruto,Klaim Reasuransi,Beban Komisi,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Pra Akuisisi,Proforma Laba Bersih Dari Transaksi Restrukturisasi Entitas Sepengendali,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,79502563532.000000,202075965468.000000,-126305182060.000000,-6501659828.000000,9076080430.000000,190000000.000000,967359522.000000,79502563532.000000,-87772493617.000000,-50317064619.000000,21204350782.000000,-8698142478.000000,-39836795113.000000,-10124842189.000000,-87772493617.000000,-8269930085.000000,1247247483.000000,-7022682602.000000,2645815602.000000,,-631434835.000000,-5008301835.000000,-467251754.000000,-5475553589.000000,-5008301835.000000,-5008304992.000000,3157.000000,-5008301835.000000,-5475553589.000000,-5475556746.000000,3157.000000,-5475553589.000000
12M 2017,91285572606.000000,210060900336.000000,-133983863845.000000,-1747572235.000000,15588561769.000000,165000000.000000,1202546581.000000,91285572606.000000,-94819127225.000000,-116646767572.000000,66099610704.000000,-6459918269.000000,-39042905888.000000,1230853800.000000,-94819127225.000000,-3533554619.000000,385518253.000000,-3148036366.000000,-329275556.000000,-89784746.000000,,-3567096668.000000,5440196991.000000,1873100323.000000,-3567096668.000000,-3567101323.000000,4655.000000,-3567096668.000000,1873100323.000000,1873095668.000000,4655.000000,1873100323.000000
12M 2018,94593801129.000000,252535520110.000000,-162744576600.000000,-5792627289.000000,9138576813.000000,190812500.000000,1266095595.000000,94593801129.000000,-97366371843.000000,-126342017595.000000,77324949992.000000,-6867694643.000000,-35435515367.000000,-6046094230.000000,-97366371843.000000,-2772570714.000000,1116719081.000000,-1655851633.000000,832735609.000000,,,-823116024.000000,1730498329.000000,907382305.000000,-823116024.000000,-823117268.000000,1244.000000,-823116024.000000,907382305.000000,907381061.000000,1244.000000,907382305.000000
12M 2019,102068032412.000000,332758514150.000000,-234291187808.000000,-7340467447.000000,9355139832.000000,193250000.000000,1392783685.000000,102068032412.000000,-98617288427.000000,-150101849041.000000,99928759933.000000,6406704200.000000,-35299361759.000000,-19551541760.000000,-98617288427.000000,3450743985.000000,-263100928.000000,3187643057.000000,-2460889845.000000,,,726753212.000000,264679388.000000,991432600.000000,726753212.000000,726751973.000000,1239.000000,726753212.000000,991432600.000000,991431361.000000,1239.000000,991432600.000000
12M 2020,108760759827.000000,358154644378.000000,-272406969164.000000,13276005697.000000,8297435048.000000,193500000.000000,1246143868.000000,108760759827.000000,-102698645554.000000,-206180604578.000000,151291172002.000000,16908667324.000000,-29945375326.000000,-34772504976.000000,-102698645554.000000,6062114273.000000,1134805636.000000,7196919909.000000,-4770441722.000000,,,2426478187.000000,634539226.000000,3061017413.000000,2426478187.000000,2426477081.000000,1106.000000,2426478187.000000,3061017413.000000,3061016307.000000,1106.000000,3061017413.000000
12M 2021,86099918190.000000,369592848687.000000,-284463594433.000000,-7869453183.000000,7430637857.000000,195582813.000000,1213896449.000000,86099918190.000000,-81407024190.000000,-242471560512.000000,182466371310.000000,28123094961.000000,-27947362333.000000,-21577567616.000000,-81407024190.000000,4692894000.000000,1081279284.000000,5774173284.000000,-2471790359.000000,,,3302382925.000000,488034785.000000,3790417710.000000,3302382925.000000,3302381716.000000,1209.000000,3302382925.000000,3790417710.000000,3790416501.000000,1209.000000,3790417710.000000
12M 2022,104653467569.000000,641159817685.000000,-496385557577.000000,-49479789460.000000,7870491789.000000,198081252.000000,1290423880.000000,104653467569.000000,-117634246132.000000,-243053224958.000000,188086731056.000000,38577928441.000000,-34551273355.000000,-66694407316.000000,-117634246132.000000,-12980778563.000000,2148645018.000000,-10832133545.000000,2466412164.000000,,,-8365721381.000000,177283587.000000,-8188437794.000000,-8365721381.000000,-8365722886.000000,1505.000000,-8365721381.000000,-8188437794.000000,-8188439299.000000,1505.000000,-8188437794.000000
12M 2023,167363218258.000000,1011967310078.000000,-813600763871.000000,-53133791849.000000,20386613954.000000,199106252.000000,1544743694.000000,167363218258.000000,-155163785714.000000,-365678904887.000000,245537654986.000000,67769339757.000000,-46403726705.000000,-56388148865.000000,-155163785714.000000,12199432544.000000,-1130657422.000000,11068775122.000000,1180664024.000000,,,12249439146.000000,651913263.000000,12901352409.000000,12249439146.000000,12249437587.000000,1559.000000,12249439146.000000,12901352409.000000,12901350850.000000,1559.000000,12901352409.000000
12M 2024,332176581411.000000,1692263023046.000000,-1254099373485.000000,-135791027747.000000,27313146887.000000,204231252.000000,2286581458.000000,332176581411.000000,-245966463458.000000,-638047466260.000000,413065268780.000000,82324835463.000000,-64185479729.000000,-39123621712.000000,-245966463458.000000,86210117953.000000,2953971774.000000,89164089727.000000,-13523339292.000000,,,75640750435.000000,-130550397.000000,75510200038.000000,75640750435.000000,75640748933.000000,1502.000000,75640750435.000000,75510200038.000000,75510198536.000000,1502.000000,75510200038.000000
