Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,9 B,(2 B),7 B,5.67
12M 2017,(19 B),(0 B),(19 B),-12.48
12M 2018,(9 B),(4 B),(13 B),-8.64
12M 2019,(4 B),(5 B),(9 B),-5.92
12M 2020,(8 B),(5 B),(13 B),-8.41
12M 2021,(27 B),(0 B),(27 B),-17.83
12M 2022,46 B,(2 B),44 B,16.73
12M 2023,117 B,(6 B),111 B,37.81
12M 2024,85 B,(6 B),79 B,27.18
