Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2016,,,,,,,,,,,,,,,0.0
12M 2017,,,,,,,,,7.32,15.29,0.32,0.61,,,0.0
12M 2018,,,,,,,,,6.93,6.48,0.3,0.29,,,0.0
12M 2019,,,,,,,,,5.95,5.95,0.27,0.26,,,0.0
12M 2020,,,,,,,,,4.96,4.67,0.22,0.22,,,0.0
12M 2021,,,,,,,,,3.59,3.67,0.16,0.17,,,0.0
12M 2022,,,,,,,,,4.56,4.61,0.14,0.13,,,0.0
12M 2023,,,,,,,,,6.05,6.06,0.13,0.12,,,0.0
12M 2024,,,,,,,,,9.91,9.76,0.16,0.16,,,0.0
