Period,Aset,Kas Dan Setara Kas,Others,Total Portofolio Efek,Piutang Premi,Pihak Ketiga,Pihak Berelasi,Total Piutang Premi,Piutang Reasuransi,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Reasuransi,Aset Tetap,Properti Investasi,Aset Pajak Tangguhan,Others,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Utang Klaim,Pihak Ketiga,Pihak Berelasi,Total Utang Klaim,Utang Bank Jangka Pendek,Liabilitas Kontrak Asuransi,Estimasi Liabilitas Klaim,Premi Yang Belum Merupakan Pendapatan,Total Liabilitas Kontrak Asuransi,Utang Reasuransi,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,15792527801.000000,103060626989.000000,103060626989.000000,,49588835877.000000,595185228.000000,50184021105.000000,4750936128.000000,,2676378849.000000,3708222222.000000,6384601071.000000,52068998603.000000,12993176122.000000,6673000000.000000,12275416036.000000,115865025352.000000,276987702218.000000,,,1876664263.000000,1692760162.000000,183904101.000000,1876664263.000000,,104121254361.000000,23736425576.000000,80384828785.000000,104121254361.000000,45398240349.000000,350279750.000000,2406895804.000000,2406895804.000000,,2406895804.000000,9858294633.000000,164011629160.000000,,121581911600.000000,,-20488548031.000000,32651594.000000,-20521199625.000000,-20488548031.000000,,11882709489.000000,112976073058.000000,276987702218.000000,1215819116.000000
12M 2017,,4404135572.000000,132731161725.000000,132731161725.000000,,46055479383.000000,582644821.000000,46638124204.000000,1912332390.000000,,2727676424.000000,180000000.000000,2907676424.000000,56239619735.000000,11937265448.000000,7198000000.000000,11540453658.000000,156841541688.000000,299619149119.000000,,,9771104486.000000,9733181207.000000,37923279.000000,9771104486.000000,,106198260763.000000,26125794023.000000,80072466740.000000,106198260763.000000,35914201576.000000,442671550.000000,1881345105.000000,1881345105.000000,,1881345105.000000,11577837082.000000,165785420562.000000,,152581911600.000000,-1846551134.000000,-23772281779.000000,32651594.000000,-23804933373.000000,-23772281779.000000,55954.000000,6870593916.000000,133833728557.000000,299619149119.000000,1525819116.000000
12M 2018,,12243105866.000000,128988560535.000000,128988560535.000000,,58869059575.000000,,58869059575.000000,2729464808.000000,2254876608.000000,,,2254876608.000000,66195267627.000000,15362348317.000000,7245000000.000000,12735045993.000000,143338729974.000000,320972898768.000000,,,6691377669.000000,6271436375.000000,419941294.000000,6691377669.000000,,121238932320.000000,25590494327.000000,95648437993.000000,121238932320.000000,43309212390.000000,371512652.000000,5952806455.000000,5952806455.000000,,5952806455.000000,14129251329.000000,191693092815.000000,,152581911600.000000,-1846551134.000000,-25757241600.000000,32651594.000000,-25789893194.000000,-25757241600.000000,57198.000000,4301629889.000000,129279805953.000000,320972898768.000000,1525819116.000000
12M 2019,,13001214534.000000,120659827411.000000,120659827411.000000,,103396277617.000000,,103396277617.000000,2330599030.000000,4148860358.000000,,,4148860358.000000,117481807847.000000,18930988786.000000,7259100000.000000,10367866976.000000,146742448360.000000,423659163508.000000,,,15831550095.000000,15787351979.000000,44198116.000000,15831550095.000000,,181723903104.000000,59312404969.000000,122411498135.000000,181723903104.000000,52387550717.000000,422799632.000000,20152829242.000000,20152829242.000000,,20152829242.000000,22828473415.000000,293347106205.000000,,152581911600.000000,-1846551134.000000,-25128153359.000000,32651594.000000,-25160804953.000000,-25128153359.000000,58437.000000,4704791759.000000,130312057303.000000,423659163508.000000,1525819116.000000
12M 2020,,8475840183.000000,110668730371.000000,110668730371.000000,,103982302680.000000,,103982302680.000000,25501355750.000000,5984705800.000000,,,5984705800.000000,220311524951.000000,24929252891.000000,7253520000.000000,5945399933.000000,148627563884.000000,551011466072.000000,,,24540429783.000000,24392347408.000000,148082375.000000,24540429783.000000,,281202700451.000000,137807213114.000000,143395487337.000000,281202700451.000000,66979010812.000000,480680794.000000,18114209647.000000,18114209647.000000,,18114209647.000000,26084913805.000000,417401945292.000000,,152581911600.000000,-1846551134.000000,-22108056505.000000,32651594.000000,-22140708099.000000,-22108056505.000000,59543.000000,4982157276.000000,133609520780.000000,551011466072.000000,1525819116.000000
12M 2021,,4788279504.000000,100509593580.000000,100509593580.000000,,115184320866.000000,,115184320866.000000,36216731651.000000,6531656751.000000,,,6531656751.000000,199275087964.000000,23099564047.000000,7255000000.000000,3466278487.000000,139145889288.000000,534962808558.000000,,,18260711590.000000,17881620240.000000,379091350.000000,18260711590.000000,,260176297137.000000,125425870395.000000,134750426742.000000,260176297137.000000,77447549611.000000,425184988.000000,15437065568.000000,15437065568.000000,,15437065568.000000,25751741424.000000,397498550318.000000,,152581911600.000000,-1846551134.000000,-18264152440.000000,32651594.000000,-18296804034.000000,-18264152440.000000,60752.000000,4992989462.000000,137464258240.000000,534962808558.000000,1525819116.000000
12M 2022,,12830392796.000000,121789741581.000000,121789741581.000000,,212049739666.000000,,212049739666.000000,11307075348.000000,6216468551.000000,,,6216468551.000000,409534615793.000000,22817831792.000000,7302000000.000000,5990717319.000000,301692993157.000000,989741834422.000000,,,9854145398.000000,9853522301.000000,623097.000000,9854145398.000000,,531102271575.000000,203593912841.000000,327508358734.000000,531102271575.000000,141175580222.000000,1069604878.000000,25357008949.000000,25357008949.000000,,25357008949.000000,41165454330.000000,749724065352.000000,,264703033100.000000,-3227984510.000000,-26821509239.000000,32651594.000000,-26854160833.000000,-26821509239.000000,62257.000000,5364167462.000000,240017769070.000000,989741834422.000000,2647030331.000000
12M 2023,,16072143806.000000,310000026623.000000,310000026623.000000,,338037348148.000000,,338037348148.000000,100091820676.000000,9797980900.000000,,,9797980900.000000,678385744785.000000,32522220764.000000,7391000000.000000,9542224606.000000,435552414372.000000,1627392898057.000000,,,68667534884.000000,68666923784.000000,611100.000000,68667534884.000000,,875357004373.000000,407023291959.000000,468333712414.000000,875357004373.000000,297468174885.000000,3836739856.000000,30886909139.000000,30886909139.000000,,30886909139.000000,70493177516.000000,1346709540653.000000,,292448663900.000000,-3227984510.000000,-14004912639.000000,32651594.000000,-14037564233.000000,-14004912639.000000,63816.000000,5467526837.000000,280683357404.000000,1627392898057.000000,2924486639.000000
12M 2024,,43319635678.000000,403092785340.000000,403092785340.000000,,526391487736.000000,2115630531.000000,528507118267.000000,363932361610.000000,11998165144.000000,,,11998165144.000000,1055544612730.000000,34546759175.000000,7432977829.000000,6472393721.000000,510259145903.000000,2562013170057.000000,,,14298841844.000000,14298165254.000000,676590.000000,14298841844.000000,,1411420259219.000000,667160025881.000000,744260233338.000000,1411420259219.000000,625307329306.000000,10866663054.000000,54467132070.000000,54467132070.000000,,54467132070.000000,89459387121.000000,2205819612614.000000,,292448663900.000000,-3227984510.000000,61505285897.000000,32651594.000000,61472634303.000000,61505285897.000000,65318.000000,5467526837.000000,356193557442.000000,2562013170056.000000,2924486639.000000
