Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.9,0.58,4.11,6.03,0.0,0.0,3.89,0.68,5.03
12M 2019,1.01,0.82,1.89,4.86,0.0,0.0,1.52,0.39,3.86
12M 2020,0.36,0.11,5.3,11.42,0.0,0.0,5.27,0.46,10.42
12M 2022,0.69,0.21,-0.56,-11.34,-0.0,0.0,-0.56,0.05,-5.66
12M 2023,0.28,0.08,-3.46,-4.81,-0.0,0.0,-3.45,0.72,-5.78
