Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,145293.08,0.00,145293.08,113 B,4 B,117 B,96 B,67 B
12M 2022,2.39,91.98,2.39,91.98,71 B,1 B,72 B,48 B,131 B
12M 2023,2.88,99.34,2.88,99.34,91 B,1 B,92 B,73 B,146 B
12M 2024,2.33,112.42,2.33,112.42,11 B,0 B,11 B,(34 B),176 B
