Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.46,0.76,1.03,2.55,0.0,0.0,0.85,0.4,1.55
12M 2022,2.07,0.73,0.4,1.76,0.0,0.0,0.27,0.23,0.76
12M 2023,2.06,1.01,0.47,1.79,0.0,0.0,0.38,0.26,0.79
12M 2024,3.86,1.97,0.05,1.35,0.0,0.0,-0.16,0.04,0.35
